"Min,Max,Modal Price from Karnataka[Groundnut] from 01-Jan-2013To31-Dec-2013 (Total-3379) (Total-3379)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
452,Bangalore,Bangalore,Groundnut,Big (With Shell),FAQ,3600,6100,5800,1-Jan-13
845,Davangere,Davangere,Groundnut,Gejje,FAQ,3967,3967,3967,1-Jan-13
1187,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,2741,4901,3800,1-Jan-13
1188,Gadag,Gadag,Groundnut,Gejje,FAQ,2611,5639,4500,1-Jan-13
1597,Dharwad,Hubli (Amaragol),Groundnut,Balli/Habbu,FAQ,4209,4717,4489,1-Jan-13
1598,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,3069,4103,3069,1-Jan-13
1599,Dharwad,Hubli (Amaragol),Groundnut,Hybrid,FAQ,3569,5539,4340,1-Jan-13
1742,Koppal,Koppal,Groundnut,Gejje,FAQ,3125,6040,4583,1-Jan-13
2124,Gadag,Laxmeshwar,Groundnut,Balli/Habbu,FAQ,2709,5091,4339,1-Jan-13
2194,Tumkur,Madhugiri,Groundnut,Big (With Shell),FAQ,3000,4500,4000,1-Jan-13
2210,Kolar,Mulabagilu,Groundnut,Other,FAQ,3500,5500,4500,1-Jan-13
2369,Gadag,Mundaragi,Groundnut,Gejje,FAQ,3409,5614,4409,1-Jan-13
2639,Raichur,Raichur,Groundnut,Gungri (With Shell),FAQ,2489,5122,3925,1-Jan-13
2940,Gadag,Rona,Groundnut,Gejje,FAQ,2669,5377,3840,1-Jan-13
3008,Haveri,Savanur,Groundnut,Balli/Habbu,FAQ,4262,4990,4626,1-Jan-13
3060,Tumkur,Sira,Groundnut,Big (With Shell),FAQ,3900,4810,4300,1-Jan-13
3222,Bijapur,Talikot,Groundnut,Javeri,FAQ,4186,4186,4186,1-Jan-13
3379,Gulbarga,Yadgir,Groundnut,Big (With Shell),FAQ,4155,5059,4657,1-Jan-13
306,Bagalkot,Bagalakot,Groundnut,Gejje,FAQ,3612,5567,4394,2-Jan-13
451,Bangalore,Bangalore,Groundnut,Big (With Shell),FAQ,3600,6100,5800,2-Jan-13
528,Bellary,Bellary,Groundnut,Big (With Shell),FAQ,2169,5621,4543,2-Jan-13
655,Chitradurga,Challakere,Groundnut,Gejje,FAQ,3002,4999,3976,2-Jan-13
741,Chitradurga,Chitradurga,Groundnut,Natte,FAQ,3469,5511,4900,2-Jan-13
1185,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,2809,5029,4900,2-Jan-13
