"Min,Max,Modal Price from Karnataka[Ragi (Finger Millet)] from 01-Jan-2012To31-Dec-2012 (Total-2809) (Total-2809)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1027,Hassan,Channarayapatna,Ragi (Finger Millet),Local,FAQ,800,800,800,1-Jan-12
238,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,800,930,860,2-Jan-12
798,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1080,1285,1100,2-Jan-12
799,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,2-Jan-12
1026,Hassan,Channarayapatna,Ragi (Finger Millet),Local,FAQ,830,830,830,2-Jan-12
1156,Kolar,Chintamani,Ragi (Finger Millet),Local,FAQ,880,950,920,2-Jan-12
1271,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,900,900,900,2-Jan-12
1349,Davangere,Harappana Halli,Ragi (Finger Millet),Local,FAQ,950,950,950,2-Jan-12
1446,Hassan,Hassan,Ragi (Finger Millet),Other,FAQ,800,800,800,2-Jan-12
1758,Tumkur,Huliyar,Ragi (Finger Millet),Local,Medium,820,840,830,2-Jan-12
1805,Mysore,Hunsur,Ragi (Finger Millet),Local,Medium,900,900,900,2-Jan-12
1971,Chikmagalur,Kadur,Ragi (Finger Millet),Red,FAQ,850,1016,963,2-Jan-12
2057,Tumkur,Kunigal,Ragi (Finger Millet),Fine,FAQ,950,1200,1000,2-Jan-12
2321,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,Medium,770,939,846,2-Jan-12
2444,Mysore,Piriya Pattana,Ragi (Finger Millet),Local,FAQ,870,900,885,2-Jan-12
237,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,800,926,830,3-Jan-12
796,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1260,1100,3-Jan-12
797,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,3-Jan-12
1025,Hassan,Channarayapatna,Ragi (Finger Millet),Local,FAQ,900,900,900,3-Jan-12
1445,Hassan,Hassan,Ragi (Finger Millet),Other,FAQ,987,987,987,3-Jan-12
1757,Tumkur,Huliyar,Ragi (Finger Millet),Local,Medium,820,840,830,3-Jan-12
1804,Mysore,Hunsur,Ragi (Finger Millet),Local,Medium,950,950,950,3-Jan-12
2320,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,701,1061,971,3-Jan-12
2637,Tumkur,Sira,Ragi (Finger Millet),Local,FAQ,1000,1200,1055,3-Jan-12
2807,Tumkur,Tumkur,Ragi (Finger Millet),Local,Medium,750,1200,1000,3-Jan-12
236,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,845,914,850,4-Jan-12
794,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1280,1100,4-Jan-12
795,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,4-Jan-12
1073,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,800,1000,900,4-Jan-12
1179,Bangalore,Doddaballa Pur,Ragi (Finger Millet),Local,FAQ,750,900,820,4-Jan-12
1444,Hassan,Hassan,Ragi (Finger Millet),Other,FAQ,800,1000,800,4-Jan-12
1547,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,900,1000,950,4-Jan-12
1756,Tumkur,Huliyar,Ragi (Finger Millet),Local,FAQ,820,840,830,4-Jan-12
1803,Mysore,Hunsur,Ragi (Finger Millet),Local,Medium,850,850,850,4-Jan-12
1970,Chikmagalur,Kadur,Ragi (Finger Millet),Red,FAQ,850,850,850,4-Jan-12
2056,Tumkur,Kunigal,Ragi (Finger Millet),Fine,FAQ,800,1000,950,4-Jan-12
2319,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,802,985,941,4-Jan-12
2806,Tumkur,Tumkur,Ragi (Finger Millet),Local,Medium,750,1200,1000,4-Jan-12
235,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,820,940,850,5-Jan-12
792,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1280,1100,5-Jan-12
793,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,5-Jan-12
1755,Tumkur,Huliyar,Ragi (Finger Millet),Local,Medium,820,840,830,5-Jan-12
1969,Chikmagalur,Kadur,Ragi (Finger Millet),Red,FAQ,775,825,775,5-Jan-12
2318,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,717,921,842,5-Jan-12
2805,Tumkur,Tumkur,Ragi (Finger Millet),Local,Medium,750,1200,1000,5-Jan-12
234,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,840,1050,860,6-Jan-12
790,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1280,1100,6-Jan-12
791,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,6-Jan-12
1546,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,950,950,950,6-Jan-12
1638,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,900,1000,950,6-Jan-12
1754,Tumkur,Huliyar,Ragi (Finger Millet),Local,Medium,820,840,830,6-Jan-12
2086,Tumkur,Madhugiri,Ragi (Finger Millet),Local,FAQ,1000,1200,1100,6-Jan-12
2317,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,Medium,838,910,864,6-Jan-12
2804,Tumkur,Tumkur,Ragi (Finger Millet),Local,Medium,850,1200,1000,6-Jan-12
233,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,800,855,830,7-Jan-12
786,Bangalore,Bangalore,Ragi (Finger Millet),Fine,Large,1050,1280,1100,7-Jan-12
787,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1280,1100,7-Jan-12
788,Bangalore,Bangalore,Ragi (Finger Millet),Medium,Large,1000,1100,1080,7-Jan-12
789,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,7-Jan-12
900,Shimoga,Bhadravathi,Ragi (Finger Millet),Local,FAQ,1000,1000,1000,7-Jan-12
1269,Tumkur,Gubbi,Ragi (Finger Millet),Local,Medium,900,900,900,7-Jan-12
1270,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,7000,13500,7500,7-Jan-12
1637,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,800,850,830,7-Jan-12
1802,Mysore,Hunsur,Ragi (Finger Millet),Local,Medium,950,950,950,7-Jan-12
1968,Chikmagalur,Kadur,Ragi (Finger Millet),Red,FAQ,830,958,935,7-Jan-12
2022,Bellary,Kottur,Ragi (Finger Millet),Hybrid,Medium,800,861,861,7-Jan-12
2055,Tumkur,Kunigal,Ragi (Finger Millet),Fine,FAQ,800,1000,900,7-Jan-12
2316,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,Medium,791,940,867,7-Jan-12
2724,Chikmagalur,Tarikere,Ragi (Finger Millet),Local,FAQ,800,1000,945,7-Jan-12
2803,Tumkur,Tumkur,Ragi (Finger Millet),Local,Medium,800,1200,1100,7-Jan-12
232,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,830,940,850,9-Jan-12
784,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1280,1100,9-Jan-12
785,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,9-Jan-12
899,Shimoga,Bhadravathi,Ragi (Finger Millet),Local,FAQ,1000,1000,1000,9-Jan-12
1024,Hassan,Channarayapatna,Ragi (Finger Millet),Local,FAQ,800,800,800,9-Jan-12
1155,Kolar,Chintamani,Ragi (Finger Millet),Local,FAQ,880,950,900,9-Jan-12
1268,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,900,900,900,9-Jan-12
1545,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,900,950,900,9-Jan-12
1753,Tumkur,Huliyar,Ragi (Finger Millet),Local,Medium,800,840,820,9-Jan-12
1831,Mysore,K.R.Nagar,Ragi (Finger Millet),Fine,Medium,900,900,900,9-Jan-12
2315,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,Medium,836,1001,846,9-Jan-12
2443,Mysore,Piriya Pattana,Ragi (Finger Millet),Local,FAQ,870,900,880,9-Jan-12
231,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,850,850,850,10-Jan-12
782,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,1050,1280,1100,10-Jan-12
783,Bangalore,Bangalore,Ragi (Finger Millet),Medium,FAQ,1000,1100,1080,10-Jan-12
1023,Hassan,Channarayapatna,Ragi (Finger Millet),Local,FAQ,1400,1400,1400,10-Jan-12
1636,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,880,950,905,10-Jan-12
1752,Tumkur,Huliyar,Ragi (Finger Millet),Local,Medium,800,840,820,10-Jan-12
1801,Mysore,Hunsur,Ragi (Finger Millet),Local,Medium,900,900,900,10-Jan-12
2314,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,Medium,782,1058,879,10-Jan-12
2388,Mandya,Nagamangala,Ragi (Finger Millet),Local,Medium,800,800,800,10-Jan-12
2636,Tumkur,Sira,Ragi (Finger Millet),Local,FAQ,950,1100,1000,10-Jan-12
2802,Tumkur,Tumkur,Ragi (Finger Millet),Local,Medium,890,1200,1100,10-Jan-12
230,Hassan,Arasikere,Ragi (Finger Millet),Local,Medium,900,1050,920,11-Jan-12
