"Min,Max,Modal Price from Karnataka[Ragi (Finger Millet)] from 01-Jan-2017To31-Dec-2017 (Total-2585) (Total-2585)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
982,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,2000,3000,2500,1-Jan-17
515,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3500,3700,3600,2-Jan-17
1181,Chitradurga,Hiriyur,Ragi (Finger Millet),Local,FAQ,2000,2800,2512,2-Jan-17
1674,Bellary,Kottur,Ragi (Finger Millet),Hybrid,FAQ,2007,2070,2060,2-Jan-17
1951,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2675,2851,2777,2-Jan-17
2304,Mysore,Piriya Pattana,Ragi (Finger Millet),Local,FAQ,1800,2000,1900,2-Jan-17
2585,Tumkur,Tumkur,Ragi (Finger Millet),Local,FAQ,2500,3500,3000,2-Jan-17
204,Hassan,Arasikere,Ragi (Finger Millet),Local,FAQ,2300,3000,3000,3-Jan-17
514,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3500,3700,3600,3-Jan-17
811,Kolar,Chintamani,Ragi (Finger Millet),Local,FAQ,2500,2800,2700,3-Jan-17
1303,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,2200,2400,2300,3-Jan-17
1673,Bellary,Kottur,Ragi (Finger Millet),Hybrid,FAQ,2106,2106,2106,3-Jan-17
2138,Mandya,Nagamangala,Ragi (Finger Millet),Local,FAQ,2650,2650,2650,3-Jan-17
513,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3400,3600,3500,4-Jan-17
738,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,2200,2200,2200,4-Jan-17
1075,Davangere,Harappana Halli,Ragi (Finger Millet),Local,FAQ,1600,1600,1600,4-Jan-17
1160,Hassan,Hassan,Ragi (Finger Millet),Other,FAQ,2282,2526,2526,4-Jan-17
1302,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,2400,2500,2500,4-Jan-17
1950,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2853,2853,2853,4-Jan-17
2137,Mandya,Nagamangala,Ragi (Finger Millet),Local,FAQ,2400,2400,2400,4-Jan-17
2357,Bangalore,Ramanagara,Ragi (Finger Millet),Fine,FAQ,2800,3000,2900,4-Jan-17
2503,Chikmagalur,Tarikere,Ragi (Finger Millet),Local,FAQ,2625,2650,2638,4-Jan-17
512,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3400,3600,3500,5-Jan-17
1074,Davangere,Harappana Halli,Ragi (Finger Millet),Local,FAQ,2300,2350,2350,5-Jan-17
1579,Kolar,Kolar,Ragi (Finger Millet),Fine,FAQ,2000,2500,2100,5-Jan-17
1695,Tumkur,Madhugiri,Ragi (Finger Millet),Fine,FAQ,3000,4200,4000,5-Jan-17
1949,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2525,2810,2697,5-Jan-17
2584,Tumkur,Tumkur,Ragi (Finger Millet),Local,FAQ,2500,3400,3000,5-Jan-17
511,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3400,3600,3500,6-Jan-17
737,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,2250,2250,2250,6-Jan-17
810,Kolar,Chintamani,Ragi (Finger Millet),Local,FAQ,2500,2750,2650,6-Jan-17
847,Davangere,Davangere,Ragi (Finger Millet),Local,FAQ,2000,2100,2050,6-Jan-17
981,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,2000,2000,2000,6-Jan-17
1240,Hassan,Holenarsipura,Ragi (Finger Millet),Fine,FAQ,2200,2200,2200,6-Jan-17
1241,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,2200,2700,2200,6-Jan-17
1672,Bellary,Kottur,Ragi (Finger Millet),Hybrid,FAQ,2025,2025,2025,6-Jan-17
1948,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2675,3026,2802,6-Jan-17
2583,Tumkur,Tumkur,Ragi (Finger Millet),Local,FAQ,2700,3400,3100,6-Jan-17
510,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3400,3600,3500,7-Jan-17
809,Kolar,Chintamani,Ragi (Finger Millet),Local,FAQ,2500,2750,2650,7-Jan-17
1301,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,2000,2300,2250,7-Jan-17
1694,Tumkur,Madhugiri,Ragi (Finger Millet),Fine,FAQ,3000,4020,4000,7-Jan-17
1947,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,2616,2910,2806,7-Jan-17
2141,Mysore,Nanjangud,Ragi (Finger Millet),Local,FAQ,1500,1500,1500,7-Jan-17
2582,Tumkur,Tumkur,Ragi (Finger Millet),Local,FAQ,2500,3500,3150,7-Jan-17
980,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,2000,2500,2500,8-Jan-17
509,Bangalore,Bangalore,Ragi (Finger Millet),Fine,FAQ,3400,3600,3500,9-Jan-17
808,Kolar,Chintamani,Ragi (Finger Millet),Local,FAQ,2500,2750,2600,9-Jan-17
1300,Chitradurga,Hosadurga,Ragi (Finger Millet),Local,Medium,2250,2400,2300,9-Jan-17
1946,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,1719,2969,2172,9-Jan-17
