District,arrival_weighted_price
Bangalore,6285.053581720873
Belgaum,5382.978723404255
Bellary,3363.8105263157895
Chikmagalur,3536.3636363636365
Chitradurga,5808.0
Davangere,5451.785714285715
Hassan,5985.845117845118
Haveri,5062.938596491228
Kolar,5405.307692307692
Mandya,5925.0
Mysore,6301.431509016134
Shimoga,6313.711340206186
Tumkur,2532.8571428571427
Udupi,4780.882352941177
