District,arrival_weighted_price
Bagalkot,1346.0164733568668
Bangalore,2009.6645821489483
Belgaum,1345.2341696535245
Bellary,1364.2926340388342
Bidar,1419.0539956803457
Bijapur,1280.849912739965
Chamrajnagar,1198.8235294117646
Chitradurga,1217.1176470588234
Dharwad,1276.0
Gadag,1377.1959798994974
Gulbarga,1535.7822199730094
Koppal,1273.3126542363586
Raichur,1300.9290153617637
Tumkur,1700.0
