District,arrival_weighted_price
Bagalkot,3129.1666666666665
Bangalore,4178.286852589641
Belgaum,3168.818573502552
Bidar,3122.363220915403
Chikmagalur,3101.3333333333335
Dharwad,3283.8157647058824
Gadag,2808.0
Gulbarga,3022.022172236504
Haveri,3318.4306812767986
