District,arrival_weighted_price
Bangalore,2733.9976133651553
Bellary,1757.5106559645722
Chamrajnagar,1952.985815602837
Chikmagalur,2180.670737586373
Chitradurga,2128.1338250790304
Davangere,1879.8916685280321
Dharwad,1379.5
Gadag,1505.0
Hassan,2102.7084639498435
Haveri,1836.0913705583757
Kolar,1953.743082279641
Mandya,2119.4480169222634
Mysore,1968.702172096909
Shimoga,2612.542662116041
Tumkur,2216.8279708279706
