"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2012To31-Dec-2012 (Total-2438) (Total-2438)",,,,,,,,,
Sl no.,``````,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1112,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1401,1300,20-Nov-12
1355,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1210,1210,1210,20-Nov-12
1438,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1200,1200,20-Nov-12
1467,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,20-Nov-12
1687,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1175,1175,20-Nov-12
1871,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1152,1152,1152,20-Nov-12
2042,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1160,1173,1165,20-Nov-12
2120,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1365,1205,20-Nov-12
169,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1183,1275,1275,21-Nov-12
402,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1270,1160,21-Nov-12
630,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1192,1260,1233,21-Nov-12
851,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1250,1200,21-Nov-12
1046,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1101,1190,1101,21-Nov-12
1111,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1550,1375,21-Nov-12
1354,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1180,1180,1180,21-Nov-12
1870,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1154,1217,1217,21-Nov-12
2041,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1170,1180,1175,21-Nov-12
2119,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1400,1200,21-Nov-12
20,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1200,1200,22-Nov-12
401,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1120,1300,1150,22-Nov-12
629,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1204,1287,1238,22-Nov-12
850,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1225,1200,22-Nov-12
1110,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1101,1500,1355,22-Nov-12
1437,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1200,1200,22-Nov-12
1526,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1206,1222,1214,22-Nov-12
1686,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1180,1178,22-Nov-12
1869,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1108,1108,1108,22-Nov-12
2040,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1170,1184,1175,22-Nov-12
2118,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,955,1420,1185,22-Nov-12
168,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1190,1289,1229,23-Nov-12
284,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,23-Nov-12
400,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1091,1270,1150,23-Nov-12
628,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1197,1259,1236,23-Nov-12
849,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1200,1185,23-Nov-12
1109,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1450,1325,23-Nov-12
1868,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1152,1152,1152,23-Nov-12
2039,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1190,1201,1195,23-Nov-12
2117,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1055,1375,1215,23-Nov-12
19,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1180,1200,1200,24-Nov-12
167,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1190,1291,1237,24-Nov-12
283,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,24-Nov-12
399,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1140,1270,1220,24-Nov-12
627,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1233,1270,1244,24-Nov-12
848,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1200,1185,24-Nov-12
1108,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1101,1405,1301,24-Nov-12
1353,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1180,1250,1220,24-Nov-12
1867,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1119,1169,1169,24-Nov-12
2038,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1185,1217,1200,24-Nov-12
2116,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1435,1240,24-Nov-12
1957,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1250,1400,1300,25-Nov-12
18,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,950,1050,1000,26-Nov-12
166,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1209,1307,1273,26-Nov-12
282,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,26-Nov-12
398,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1075,1300,1180,26-Nov-12
626,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1210,1262,1255,26-Nov-12
847,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1200,1190,26-Nov-12
1107,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1150,1425,1355,26-Nov-12
1352,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1180,1200,1200,26-Nov-12
1525,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1229,1251,1240,26-Nov-12
2115,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1380,1215,26-Nov-12
165,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1214,1315,1285,27-Nov-12
281,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,27-Nov-12
397,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1150,1260,1200,27-Nov-12
625,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1262,1305,1292,27-Nov-12
846,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1200,1185,27-Nov-12
1106,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1425,1300,27-Nov-12
1351,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1250,1250,1250,27-Nov-12
1436,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1200,1200,27-Nov-12
1466,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,27-Nov-12
1866,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1102,1102,1102,27-Nov-12
2037,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1215,1224,1220,27-Nov-12
2114,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1415,1205,27-Nov-12
1,Dharwad,Annigeri,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1020,1100,1050,28-Nov-12
164,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1215,1326,1269,28-Nov-12
396,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1180,1270,1210,28-Nov-12
624,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1256,1312,1281,28-Nov-12
845,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1225,1195,28-Nov-12
1045,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1190,1100,28-Nov-12
1105,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1551,1375,28-Nov-12
1350,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1230,1230,28-Nov-12
1865,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1151,1151,1151,28-Nov-12
17,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1210,1210,29-Nov-12
163,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1216,1331,1269,29-Nov-12
395,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1160,1260,1190,29-Nov-12
623,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1225,1311,1277,29-Nov-12
844,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1210,1190,29-Nov-12
1104,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1075,1555,1401,29-Nov-12
1435,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1220,1210,29-Nov-12
1465,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1050,1000,29-Nov-12
1524,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1236,1291,1263,29-Nov-12
1685,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1220,1220,1220,29-Nov-12
1864,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1098,1098,1098,29-Nov-12
2113,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1350,1225,29-Nov-12
2371,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1365,1365,1365,29-Nov-12
162,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1241,1332,1294,30-Nov-12
394,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1190,1290,1210,30-Nov-12
843,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1266,1266,1266,30-Nov-12
1103,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1251,1550,1375,30-Nov-12
1464,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,30-Nov-12
1863,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1108,1138,1138,30-Nov-12
2112,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1060,1375,1215,30-Nov-12
2111,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1125,1385,1255,1-Dec-12
1349,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1220,1280,1250,2-Dec-12
1463,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,2-Dec-12
1684,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1260,1260,1260,2-Dec-12
1956,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1400,1350,2-Dec-12
15,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1200,1150,3-Dec-12
16,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1200,1150,3-Dec-12
161,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1249,1345,1296,3-Dec-12
622,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1302,1380,1340,3-Dec-12
842,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1225,1200,3-Dec-12
1044,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1155,1150,3-Dec-12
1102,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1250,1550,1400,3-Dec-12
1348,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1200,1200,3-Dec-12
1434,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1200,1200,3-Dec-12
1523,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1301,1319,1310,3-Dec-12
1683,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1260,1260,1260,3-Dec-12
1862,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1136,1151,1151,3-Dec-12
2036,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1242,1257,1245,3-Dec-12
2110,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1115,1410,1260,3-Dec-12
160,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1251,1355,1298,4-Dec-12
280,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,4-Dec-12
841,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1215,1195,4-Dec-12
1101,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1251,1555,1425,4-Dec-12
1433,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1230,1210,4-Dec-12
1462,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,4-Dec-12
1682,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1264,1264,1264,4-Dec-12
1861,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1141,1141,1141,4-Dec-12
2035,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1240,1258,1245,4-Dec-12
2109,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1125,1490,1290,4-Dec-12
159,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1359,1289,5-Dec-12
621,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1322,1379,1339,5-Dec-12
840,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1225,1200,5-Dec-12
1064,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1180,1205,1180,5-Dec-12
1100,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1501,1475,5-Dec-12
1347,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1330,1350,1350,5-Dec-12
1461,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,5-Dec-12
1681,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1270,1270,1270,5-Dec-12
158,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1255,1362,1299,6-Dec-12
279,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,6-Dec-12
620,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1316,1412,1353,6-Dec-12
839,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1225,1200,6-Dec-12
1063,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1225,1200,6-Dec-12
1099,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1201,1455,1375,6-Dec-12
1432,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1250,1250,6-Dec-12
1522,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1105,1285,1195,6-Dec-12
1680,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1264,1264,1264,6-Dec-12
1860,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1131,1153,1153,6-Dec-12
2034,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1235,1268,1250,6-Dec-12
157,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1181,1372,1331,7-Dec-12
278,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,7-Dec-12
619,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1317,1411,1350,7-Dec-12
838,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1180,1250,1225,7-Dec-12
1043,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1111,1111,7-Dec-12
1098,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1425,1351,7-Dec-12
1859,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1151,1151,7-Dec-12
156,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1360,1322,8-Dec-12
1097,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1200,1425,1325,8-Dec-12
2033,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1228,1258,1235,8-Dec-12
1346,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1250,1300,1300,9-Dec-12
1679,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1250,1250,9-Dec-12
1955,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1350,1200,9-Dec-12
155,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1252,1365,1316,10-Dec-12
277,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,10-Dec-12
618,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1336,1422,1362,10-Dec-12
837,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1180,1250,1225,10-Dec-12
1042,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1155,1155,1155,10-Dec-12
1096,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1130,1400,1300,10-Dec-12
1345,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1320,1320,1320,10-Dec-12
1431,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1400,1400,1400,10-Dec-12
1521,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1232,1275,1254,10-Dec-12
1678,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1250,1250,10-Dec-12
1858,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1098,1131,1131,10-Dec-12
2032,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1230,1250,1240,10-Dec-12
154,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1235,1349,1290,11-Dec-12
617,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1331,1411,1369,11-Dec-12
836,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1250,1225,11-Dec-12
1095,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1250,1450,1375,11-Dec-12
1430,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1200,1200,11-Dec-12
1460,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,11-Dec-12
1677,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1250,1250,11-Dec-12
1857,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1101,1101,1101,11-Dec-12
2370,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1330,1330,1330,11-Dec-12
13,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1280,1285,1285,12-Dec-12
14,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1280,1285,1285,12-Dec-12
153,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1241,1330,1277,12-Dec-12
616,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1329,1427,1352,12-Dec-12
835,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1245,1225,12-Dec-12
1041,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1000,1000,12-Dec-12
1094,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1375,1215,12-Dec-12
1344,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1300,1380,1350,12-Dec-12
1459,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1120,1120,1120,12-Dec-12
1676,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1250,1250,12-Dec-12
1856,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1111,1111,1111,12-Dec-12
2369,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1340,1340,1340,12-Dec-12
11,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1215,1215,13-Dec-12
12,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1215,1215,13-Dec-12
276,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,13-Dec-12
615,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1290,1376,1330,13-Dec-12
834,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1250,1225,13-Dec-12
1429,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1300,1310,1302,13-Dec-12
1520,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1256,1301,1278,13-Dec-12
1675,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1250,1250,13-Dec-12
614,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1308,1400,1328,14-Dec-12
833,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1225,1215,14-Dec-12
1040,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1100,1100,14-Dec-12
1093,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1350,1225,14-Dec-12
1458,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,14-Dec-12
152,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1242,1321,1292,15-Dec-12
275,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1350,1520,1450,15-Dec-12
613,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1291,1458,1391,15-Dec-12
832,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1175,1225,1200,15-Dec-12
1062,Koppal,Gangavathi,Bajra(Pearl Millet/Cumbu),Local,FAQ,1215,1230,1215,15-Dec-12
1092,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1375,1300,15-Dec-12
1428,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1303,1303,1303,15-Dec-12
1457,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1140,1140,1140,15-Dec-12
1674,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1260,1260,1260,15-Dec-12
1855,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1215,1215,1215,15-Dec-12
1343,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1320,1320,1320,16-Dec-12
1673,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1240,1240,1240,16-Dec-12
1954,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1175,1300,1200,16-Dec-12
10,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1250,1150,17-Dec-12
151,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1250,1316,1284,17-Dec-12
612,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1266,1431,1394,17-Dec-12
831,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1200,1235,1215,17-Dec-12
1039,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,975,975,975,17-Dec-12
1091,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1150,1350,1275,17-Dec-12
