"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2010To31-Dec-2010 (Total-2046) (Total-2046)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
111,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,720,770,730,1-Jan-10
240,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,736,757,747,1-Jan-10
493,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,900,1150,1050,1-Jan-10
629,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,722,900,840,1-Jan-10
1156,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,715,900,800,1-Jan-10
1506,Bellary,Kottur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,800,800,800,1-Jan-10
1735,Raichur,Lingasugur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,750,900,765,1-Jan-10
1966,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,716,726,720,1-Jan-10
1968,Gulbarga,Shahapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,601,701,625,1-Jan-10
239,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,734,790,742,2-Jan-10
492,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,900,1150,1050,2-Jan-10
628,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,725,900,820,2-Jan-10
874,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,600,665,650,2-Jan-10
1155,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,715,900,825,2-Jan-10
1734,Raichur,Lingasugur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,760,793,769,2-Jan-10
1848,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,Small,553,553,553,2-Jan-10
1849,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,553,553,553,2-Jan-10
1965,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,705,749,735,2-Jan-10
2029,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,665,665,665,2-Jan-10
1862,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,700,830,780,3-Jan-10
110,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Large,730,730,730,4-Jan-10
238,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,731,750,745,4-Jan-10
491,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,900,1150,1050,4-Jan-10
627,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,725,1000,880,4-Jan-10
873,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,600,780,680,4-Jan-10
1154,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,720,950,850,4-Jan-10
1393,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,740,775,750,4-Jan-10
1733,Raichur,Lingasugur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,760,798,788,4-Jan-10
1846,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,Small,655,677,677,4-Jan-10
1847,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,655,677,677,4-Jan-10
1964,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,726,750,740,4-Jan-10
237,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,741,751,742,5-Jan-10
490,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,900,1150,1050,5-Jan-10
626,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,730,780,750,5-Jan-10
762,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,776,966,830,5-Jan-10
872,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,600,780,680,5-Jan-10
1153,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,720,950,850,5-Jan-10
