"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2014To31-Dec-2014 (Total-1922) (Total-1922)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1286,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1150,1150,1150,1-Jan-14
97,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Small,1250,1250,1250,2-Jan-14
235,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1015,1225,1054,2-Jan-14
1285,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1150,1150,1150,2-Jan-14
96,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Small,1100,1200,1150,3-Jan-14
234,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1016,1125,1026,3-Jan-14
404,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1400,1250,3-Jan-14
405,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1400,1250,3-Jan-14
541,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1095,1181,1140,3-Jan-14
750,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1109,1438,1240,3-Jan-14
751,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1109,1438,1240,3-Jan-14
870,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1035,1135,1100,3-Jan-14
871,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1035,1135,1100,3-Jan-14
1157,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1045,1458,1248,3-Jan-14
1883,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1077,1320,1250,3-Jan-14
1884,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1077,1320,1250,3-Jan-14
95,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Small,1300,1300,1300,4-Jan-14
233,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1151,1068,4-Jan-14
402,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1400,1250,4-Jan-14
403,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1400,1250,4-Jan-14
540,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1100,1180,1140,4-Jan-14
748,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1129,1356,1240,4-Jan-14
749,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1129,1356,1240,4-Jan-14
1155,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,Medium,1055,1462,1251,4-Jan-14
