"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2015To31-Dec-2015 (Total-2214) (Total-2214)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
102,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Small,1000,1100,1080,1-Jan-15
210,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1015,1125,1073,1-Jan-15
620,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1150,1450,1300,1-Jan-15
939,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1150,1100,1-Jan-15
1258,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,900,1450,1300,1-Jan-15
1395,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1200,1150,1-Jan-15
1436,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1076,1050,1-Jan-15
1550,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1040,1105,1058,1-Jan-15
1932,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,1-Jan-15
2194,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1040,1110,1100,1-Jan-15
209,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1010,1115,1065,2-Jan-15
402,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1700,2000,1800,2-Jan-15
619,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1400,1300,2-Jan-15
862,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,969,3057,1633,2-Jan-15
938,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1130,1100,2-Jan-15
957,Gulbarga,Chittapur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1000,1000,2-Jan-15
996,Gadag,Gadag,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1051,1051,1051,2-Jan-15
1257,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1075,1405,1280,2-Jan-15
1435,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,2-Jan-15
1931,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,2-Jan-15
2193,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1046,1126,1100,2-Jan-15
208,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1005,1101,1037,3-Jan-15
618,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1450,1300,3-Jan-15
861,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1082,2821,1578,3-Jan-15
995,Gadag,Gadag,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1059,1175,1075,3-Jan-15
1256,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1081,1415,1292,3-Jan-15
1434,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1100,1100,1100,3-Jan-15
1930,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,3-Jan-15
2192,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1036,1120,1100,3-Jan-15
1929,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,4-Jan-15
2093,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,930,1100,1050,4-Jan-15
207,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1005,1109,1055,5-Jan-15
401,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1700,2000,1800,5-Jan-15
860,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1066,1204,1127,5-Jan-15
937,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1125,1100,5-Jan-15
994,Gadag,Gadag,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,904,904,904,5-Jan-15
1255,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1475,1275,5-Jan-15
1549,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1040,1101,1054,5-Jan-15
1928,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,5-Jan-15
2191,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1048,1120,1100,5-Jan-15
2206,Bijapur,Sindagi(Hendi),Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1000,1000,5-Jan-15
206,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1001,1115,1048,6-Jan-15
859,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,700,2766,1349,6-Jan-15
936,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1125,1100,6-Jan-15
993,Gadag,Gadag,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1111,1111,1111,6-Jan-15
1254,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1010,1455,1282,6-Jan-15
1394,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1100,1100,6-Jan-15
1433,Bidar,Humanabad,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1050,6-Jan-15
1927,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,6-Jan-15
2190,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1066,1126,1100,6-Jan-15
205,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1025,1120,1085,7-Jan-15
400,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1700,2000,1800,7-Jan-15
617,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,1150,1450,1350,7-Jan-15
858,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1061,1411,1128,7-Jan-15
935,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1125,1100,7-Jan-15
1253,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1015,1425,1252,7-Jan-15
1393,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1060,1060,1060,7-Jan-15
1926,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1055,1055,1055,7-Jan-15
2189,Gadag,Rona,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1075,1065,7-Jan-15
101,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1000,1000,8-Jan-15
