"Min,Max,Modal Price from Karnataka[Groundnut] from 01-Jan-2011To31-Dec-2011 (Total-5654) (Total-5654)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
518,Bangalore,Bangalore,Groundnut,Big (With Shell),FAQ,3000,3500,3250,1-Jan-11
1869,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,1660,2811,2700,1-Jan-11
1870,Gadag,Gadag,Groundnut,Gejje,FAQ,1880,3893,3750,1-Jan-11
2102,Chitradurga,Hiriyur,Groundnut,Big (With Shell),FAQ,2626,3680,2650,1-Jan-11
2637,Dharwad,Hubli (Amaragol),Groundnut,Balli/Habbu,FAQ,2266,2669,2529,1-Jan-11
2638,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,1659,3659,3009,1-Jan-11
2639,Dharwad,Hubli (Amaragol),Groundnut,Hybrid,FAQ,2369,3559,3159,1-Jan-11
3299,Koppal,Kustagi,Groundnut,Gejje,FAQ,1800,2300,2000,1-Jan-11
3626,Gadag,Laxmeshwar,Groundnut,Balli/Habbu,FAQ,1709,2688,2349,1-Jan-11
3627,Gadag,Laxmeshwar,Groundnut,Gejje,FAQ,2669,3439,2729,1-Jan-11
3790,Tumkur,Madhugiri,Groundnut,Big (With Shell),FAQ,2200,3400,2800,1-Jan-11
3850,Kolar,Mulabagilu,Groundnut,Other,FAQ,2000,2666,2333,1-Jan-11
4077,Gadag,Mundaragi,Groundnut,Gejje,FAQ,1987,3409,2288,1-Jan-11
4219,Tumkur,Pavagada,Groundnut,Big (With Shell),FAQ,2500,2800,2600,1-Jan-11
4479,Raichur,Raichur,Groundnut,Gungri (With Shell),Small,2369,2473,2473,1-Jan-11
5654,Koppal,Yalburga,Groundnut,Big (With Shell),FAQ,2100,2180,2110,1-Jan-11
255,Bagalkot,Bagalakot,Groundnut,Gejje,Medium,2009,2009,2009,3-Jan-11
517,Bangalore,Bangalore,Groundnut,Big (With Shell),FAQ,3000,3500,3250,3-Jan-11
727,Bellary,Bellary,Groundnut,Big (With Shell),FAQ,2100,3670,3207,3-Jan-11
1028,Chitradurga,Challakere,Groundnut,Gejje,Medium,1815,3279,2412,3-Jan-11
1297,Chitradurga,Chitradurga,Groundnut,Natte,FAQ,2300,4149,3700,3-Jan-11
4478,Raichur,Raichur,Groundnut,Gungri (With Shell),Small,2144,2613,2440,3-Jan-11
4653,Haveri,Ranebennur,Groundnut,Gejje,Medium,2010,2320,2239,3-Jan-11
5238,Tumkur,Sira,Groundnut,Big (With Shell),FAQ,2350,3360,2583,3-Jan-11
1027,Chitradurga,Challakere,Groundnut,Gejje,Medium,2217,2840,2410,4-Jan-11
3100,Bellary,Kottur,Groundnut,Big (With Shell),Medium,1871,3751,2801,4-Jan-11
4218,Tumkur,Pavagada,Groundnut,Big (With Shell),FAQ,2400,2600,2500,4-Jan-11
516,Bangalore,Bangalore,Groundnut,Big (With Shell),FAQ,3000,3500,3250,5-Jan-11
726,Bellary,Bellary,Groundnut,Big (With Shell),FAQ,2050,3640,3180,5-Jan-11
1296,Chitradurga,Chitradurga,Groundnut,Natte,FAQ,2810,3950,3390,5-Jan-11
2634,Dharwad,Hubli (Amaragol),Groundnut,Balli/Habbu,FAQ,1619,2669,2207,5-Jan-11
2635,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,1996,3389,3039,5-Jan-11
2636,Dharwad,Hubli (Amaragol),Groundnut,Hybrid,FAQ,1807,3469,3169,5-Jan-11
4217,Tumkur,Pavagada,Groundnut,Big (With Shell),FAQ,2350,2400,2357,5-Jan-11
5237,Tumkur,Sira,Groundnut,Big (With Shell),FAQ,2350,3360,2610,5-Jan-11
2631,Dharwad,Hubli (Amaragol),Groundnut,Balli/Habbu,FAQ,2000,2670,2477,6-Jan-11
2632,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,2178,3109,2869,6-Jan-11
2633,Dharwad,Hubli (Amaragol),Groundnut,Hybrid,FAQ,2307,3593,3269,6-Jan-11
2801,Kolar,Kolar,Groundnut,Big (With Shell),FAQ,1800,3000,2500,6-Jan-11
