"Min,Max,Modal Price from Karnataka[Groundnut] from 01-Jan-2008To31-Dec-2008 (Total-4695) (Total-4695)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3308,Gadag,Mundaragi,Groundnut,Balli/Habbu,FAQ,1406,2146,1889,1-Jan-08
4514,Bijapur,Talikot,Groundnut,Gejje,FAQ,1800,2045,2000,3-Jan-08
1927,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,1540,2448,1920,4-Jan-08
1928,Gadag,Gadag,Groundnut,Gejje,FAQ,1471,2394,1905,4-Jan-08
3060,Tumkur,Madhugiri,Groundnut,Natte,FAQ,2000,2380,2250,4-Jan-08
3644,Raichur,Raichur,Groundnut,Gungri (With Shell),FAQ,1609,1929,1866,4-Jan-08
4297,Gulbarga,Shorapur,Groundnut,Balli/Habbu,Medium,1806,1936,1861,4-Jan-08
4513,Bijapur,Talikot,Groundnut,Gejje,FAQ,1800,2206,1900,4-Jan-08
352,Bagalkot,Bagalakot,Groundnut,Gejje,FAQ,1092,1092,1092,5-Jan-08
754,Bidar,Basava Kalayana,Groundnut,Bold,FAQ,3151,3151,3151,5-Jan-08
1084,Bijapur,Bijapur,Groundnut,Gejje,Large,1800,2100,2000,5-Jan-08
1925,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,1900,2350,2150,5-Jan-08
1926,Gadag,Gadag,Groundnut,Gejje,FAQ,1950,2410,2260,5-Jan-08
2068,Bellary,H.B. Halli,Groundnut,Balli/Habbu,Medium,1500,1610,1530,5-Jan-08
2187,Bellary,Hospet,Groundnut,Gejje,Medium,2040,2100,2080,5-Jan-08
2325,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,1216,2425,2219,5-Jan-08
3307,Gadag,Mundaragi,Groundnut,Balli/Habbu,FAQ,1706,2160,1939,5-Jan-08
3643,Raichur,Raichur,Groundnut,Gungri (With Shell),FAQ,1855,2060,1949,5-Jan-08
4141,Haveri,Savanur,Groundnut,Balli/Habbu,FAQ,2210,2337,2274,5-Jan-08
4296,Gulbarga,Shorapur,Groundnut,Balli/Habbu,Medium,1570,1923,1719,5-Jan-08
2617,Koppal,Kustagi,Groundnut,Gejje,FAQ,1301,2161,1500,6-Jan-08
3080,Kolar,Mulabagilu,Groundnut,Big (With Shell),FAQ,1800,2000,1900,6-Jan-08
351,Bagalkot,Bagalakot,Groundnut,Gejje,FAQ,1240,1893,1712,7-Jan-08
753,Bidar,Basava Kalayana,Groundnut,Bold,FAQ,2801,2801,2801,7-Jan-08
871,Bellary,Bellary,Groundnut,Balli/Habbu,FAQ,2356,2450,2400,7-Jan-08
1083,Bijapur,Bijapur,Groundnut,Gejje,FAQ,1800,2100,2000,7-Jan-08
1181,Chitradurga,Challakere,Groundnut,Gejje,Medium,1901,2513,2165,7-Jan-08
1328,Chitradurga,Chitradurga,Groundnut,Bold,FAQ,2070,2540,2144,7-Jan-08
1481,Davangere,Davangere,Groundnut,Big (With Shell),FAQ,1989,2679,2249,7-Jan-08
1923,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,1601,2481,2020,7-Jan-08
1924,Gadag,Gadag,Groundnut,Gejje,FAQ,1501,2456,2005,7-Jan-08
2324,Dharwad,Hubli (Amaragol),Groundnut,Gejje,FAQ,1399,2311,2169,7-Jan-08
2910,Gadag,Laxmeshwar,Groundnut,Balli/Habbu,FAQ,1509,2287,2048,7-Jan-08
3059,Tumkur,Madhugiri,Groundnut,Natte,FAQ,2150,2371,2250,7-Jan-08
3306,Gadag,Mundaragi,Groundnut,Balli/Habbu,FAQ,1506,2202,1961,7-Jan-08
3642,Raichur,Raichur,Groundnut,Gungri (With Shell),FAQ,1671,1966,1876,7-Jan-08
3660,Bangalore,Ramanagara,Groundnut,Big (With Shell),FAQ,1400,1600,1500,7-Jan-08
4140,Haveri,Savanur,Groundnut,Balli/Habbu,FAQ,2220,2461,2311,7-Jan-08
4295,Gulbarga,Shorapur,Groundnut,Balli/Habbu,Medium,1681,2156,1860,7-Jan-08
4531,Tumkur,Tumkur,Groundnut,Big (With Shell),FAQ,1700,2341,2150,7-Jan-08
1180,Chitradurga,Challakere,Groundnut,Gejje,Medium,1751,2522,2175,8-Jan-08
2067,Bellary,H.B. Halli,Groundnut,Balli/Habbu,Medium,1900,1930,1920,8-Jan-08
2574,Bellary,Kottur,Groundnut,Balli/Habbu,Medium,1959,2622,2365,8-Jan-08
3058,Tumkur,Madhugiri,Groundnut,Natte,FAQ,2150,2401,2300,8-Jan-08
3079,Kolar,Mulabagilu,Groundnut,Big (With Shell),FAQ,1800,2000,1900,8-Jan-08
4391,Tumkur,Sira,Groundnut,Natte,FAQ,1810,2316,2083,8-Jan-08
350,Bagalkot,Bagalakot,Groundnut,Gejje,FAQ,1320,1709,1709,9-Jan-08
870,Bellary,Bellary,Groundnut,Balli/Habbu,FAQ,2167,2570,2269,9-Jan-08
1082,Bijapur,Bijapur,Groundnut,Gejje,Large,1800,2100,2050,9-Jan-08
1179,Chitradurga,Challakere,Groundnut,Gejje,Medium,1996,2540,2296,9-Jan-08
1327,Chitradurga,Chitradurga,Groundnut,Bold,FAQ,2190,2569,2230,9-Jan-08
1480,Davangere,Davangere,Groundnut,Big (With Shell),FAQ,2319,2319,2319,9-Jan-08
1921,Gadag,Gadag,Groundnut,Balli/Habbu,FAQ,1509,2439,2005,9-Jan-08
1922,Gadag,Gadag,Groundnut,Gejje,FAQ,1401,2390,1990,9-Jan-08
2143,Bellary,Hoovinahadagali,Groundnut,Balli/Habbu,Medium,1700,2800,2200,9-Jan-08
