Compliance ,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
110,0,0,553.5229186,572.8749076,582.10218,585.2424773,585.8662633,585.932246,585.9355129,585.9355726,585.9355728
120,0,0,607.0252015,622.2472704,628.9814311,630.9763022,631.3002981,631.3274574,631.3284595,631.3284716,631.3284716
13,0,0,657.5858563,670.392278,675.3554381,676.5854416,676.7499107,676.7608528,676.761154,676.7611564,676.7611564
