"Crop Production Statistics",,,,,
,,,,,
"State/Crop/District","Year","Season","Area (Hectare)","Production (Tonnes)","Yield (Tonnes/Hectare)"
"Karnataka",,,,,
"Rice",,,,,
,,"Summer     ",3701,11096,3.00
,,"Total",104444,218596,2.09
," 2017-18","Kharif     ",84105,205103,2.44
,,"Rabi       ",40,107,2.68
,,"Summer     ",9371,29886,3.19
,,"Total",93516,235096,2.51
," 2018-19","Kharif     ",85248,216151,2.54
,,"Rabi       ",36,89,2.47
,,"Summer     ",9803,29224,2.98
,,"Total",95087,245464,2.58
" 26.TUMAKURU"," 2008-09","Kharif     ",24342,61512,2.53
,,"Rabi       ",1531,4253,2.78
,,"Summer     ",13943,41168,2.95
,,"Total",39816,106933,2.69
," 2009-10","Kharif     ",26158,65356,2.50
,,"Rabi       ",718,1764,2.46
,,"Summer     ",9459,25925,2.74
,,"Total",36335,93045,2.56
," 2010-11","Kharif     ",23766,66025,2.78
,,"Rabi       ",461,1421,3.08
,,"Summer     ",10349,31186,3.01
,,"Total",34576,98632,2.85
," 2011-12","Kharif     ",22359,56895,2.54
,,"Rabi       ",239,772,3.23
,,"Summer     ",5839,19498,3.34
,,"Total",28437,77165,2.71
," 2012-13","Kharif     ",14298,36131,2.53
,,"Rabi       ",147,387,2.63
,,"Summer     ",442,1201,2.72
,,"Total",14887,37719,2.53
," 2013-14","Kharif     ",11659,34225,2.94
,,"Rabi       ",109,274,2.51
,,"Summer     ",1268,3994,3.15
,,"Total",13036,38493,2.95
," 2014-15","Kharif     ",7636,22713,2.97
,,"Rabi       ",67,165,2.46
,,"Summer     ",1802,4054,2.25
,,"Total",9505,26932,2.83
," 2015-16","Kharif     ",7437,20821,2.80
,,"Rabi       ",98,293,2.99
,,"Summer     ",2844,8132,2.86
,,"Total",10379,29246,2.82
," 2016-17","Kharif     ",10508,25456,2.42
,,"Rabi       ",197,618,3.14
,,"Summer     ",59,135,2.29
,,"Total",10764,26209,2.43
," 2017-18","Kharif     ",4289,10802,2.52
,,"Rabi       ",32,85,2.66
,,"Summer     ",537,1399,2.61
,,"Total",4858,12286,2.53
," 2018-19","Kharif     ",6432,17152,2.67
,,"Rabi       ",3,7,2.33
,,"Summer     ",523,2036,3.89
,,"Total",6958,19195,2.76
" 27.UDUPI"," 2008-09","Kharif     ",51040,117826,2.31
,,"Rabi       ",10318,22594,2.19
,,"Summer     ",154,336,2.18
,,"Total",61512,140756,2.29
," 2009-10","Kharif     ",48083,116481,2.42
,,"Rabi       ",9283,21400,2.31
,,"Summer     ",143,316,2.21
,,"Total",57509,138197,2.40
," 2010-11","Kharif     ",47200,122102,2.59
,,"Rabi       ",8982,19578,2.18
,,"Summer     ",158,382,2.42
,,"Total",56340,142062,2.52
," 2011-12","Kharif     ",46990,121037,2.58
,,"Rabi       ",8239,18951,2.30
,,"Summer     ",103,231,2.24
,,"Total",55332,140219,2.53
," 2012-13","Kharif     ",44563,110579,2.48
,,"Rabi       ",6949,15362,2.21
,,"Summer     ",96,221,2.30
,,"Total",51608,126162,2.44
," 2013-14","Kharif     ",44663,120373,2.70
,,"Rabi       ",6824,17231,2.53
,,"Summer     ",110,291,2.65
,,"Total",51597,137895,2.67
," 2014-15","Kharif     ",43013,119359,2.77
,,"Rabi       ",6441,17690,2.75
,,"Summer     ",95,283,2.98
,,"Total",49549,137332,2.77
," 2015-16","Kharif     ",43209,109928,2.54
,,"Rabi       ",6322,13904,2.20
,,"Summer     ",75,170,2.27
,,"Total",49606,124002,2.50
," 2016-17","Kharif     ",43506,118991,2.74
,,"Rabi       ",4265,10271,2.41
,,"Summer     ",60,182,3.03
,,"Total",47831,129444,2.71
," 2017-18","Kharif     ",42553,131382,3.09
,,"Rabi       ",4471,10878,2.43
,,"Summer     ",71,222,3.13
,,"Total",47095,142482,3.03
," 2018-19","Kharif     ",30928,91112,2.95
,,"Rabi       ",3635,8861,2.44
,,"Summer     ",45,144,3.20
,,"Total",34608,100117,2.89
" 28.UTTARA KANNADA"," 2008-09","Kharif     ",77373,115402,1.49
,,"Rabi       ",1918,4456,2.32
,,"Summer     ",1199,2650,2.21
,,"Total",80490,122508,1.52
," 2009-10","Kharif     ",76409,146629,1.92
,,"Rabi       ",1802,4209,2.34
,,"Summer     ",2061,4707,2.28
,,"Total",80272,155545,1.94
," 2010-11","Kharif     ",75425,143863,1.91
,,"Rabi       ",2036,4460,2.19
,,"Summer     ",1558,3137,2.01
,,"Total",79019,151460,1.92
," 2011-12","Kharif     ",72590,144585,1.99
,,"Rabi       ",1869,4262,2.28
,,"Summer     ",1289,2818,2.19
,,"Total",75748,151665,2.00
," 2012-13","Kharif     ",71506,144149,2.02
,,"Rabi       ",1567,3421,2.18
,,"Summer     ",1211,2499,2.06
,,"Total",74284,150069,2.02
," 2013-14","Kharif     ",67136,163211,2.43
,,"Rabi       ",1527,4115,2.69
,,"Summer     ",1302,2997,2.30
,,"Total",69965,170323,2.43
," 2014-15","Kharif     ",65865,145604,2.21
,,"Rabi       ",1498,4012,2.68
,,"Summer     ",1147,3086,2.69
,,"Total",68510,152702,2.23
," 2015-16","Kharif     ",65275,106597,1.63
,,"Rabi       ",1314,3126,2.38
,,"Summer     ",753,1915,2.54
,,"Total",67342,111638,1.66
," 2016-17","Kharif     ",64838,126334,1.95
,,"Rabi       ",1198,3073,2.57
,,"Summer     ",631,1451,2.30
,,"Total",66667,130858,1.96
," 2017-18","Kharif     ",60935,119597,1.96
,,"Rabi       ",1355,3154,2.33
,,"Summer     ",578,1484,2.57
,,"Total",62868,124235,1.98
," 2018-19","Kharif     ",52158,108713,2.08
,,"Rabi       ",1283,2857,2.23
,,"Summer     ",474,1127,2.38
,,"Total",53915,112697,2.09
" 29.VIJAYAPURA"," 2008-09","Kharif     ",12,37,3.09
," 2009-10","Kharif     ",27,77,2.85
," 2010-11","Kharif     ",71,228,3.21
," 2011-12","Kharif     ",88,283,3.22
," 2012-13","Kharif     ",97,247,2.55
," 2013-14","Kharif     ",52,154,2.96
," 2014-15","Kharif     ",50,153,3.06
," 2015-16","Kharif     ",51,138,2.71
," 2016-17","Kharif     ",14,39,2.79
," 2017-18","Kharif     ",30,86,2.87
," 2018-19","Kharif     ",91,259,2.85
" 30.YADAGIRI"," 2010-11","Kharif     ",52699,106769,2.03
,,"Rabi       ",3520,8166,2.32
,,"Summer     ",39552,81236,2.05
,,"Total",95771,196171,2.05
," 2011-12","Kharif     ",51863,102798,1.98
,,"Rabi       ",9510,18015,1.89
,,"Summer     ",7726,11222,1.45
,,"Total",69099,132035,1.91
," 2012-13","Kharif     ",48612,64608,1.33
,,"Rabi       ",7006,9731,1.39
,,"Summer     ",6912,9285,1.34
,,"Total",62530,83624,1.34
," 2013-14","Kharif     ",50943,101680,2.00
,,"Rabi       ",7555,13859,1.83
,,"Summer     ",10905,18875,1.73
,,"Total",69403,134414,1.94
," 2014-15","Kharif     ",51456,146014,2.84
,,"Rabi       ",15448,36542,2.37
,,"Summer     ",15205,35029,2.30
,,"Total",82109,217585,2.65
," 2015-16","Kharif     ",42891,89398,2.08
,,"Rabi       ",1483,2064,1.39
,,"Summer     ",4984,7779,1.56
,,"Total",49358,99241,2.01
," 2016-17","Kharif     ",61780,209292,3.39
,,"Rabi       ",302,841,2.78
,,"Summer     ",27927,87180,3.12
,,"Total",90009,297313,3.30
," 2017-18","Kharif     ",57955,220339,3.80
,,"Summer     ",47488,119416,2.51
,,"Total",105443,339755,3.22
," 2018-19","Kharif     ",95558,268891,2.81
,,"Rabi       ",364,974,2.68
,,"Summer     ",1662,3920,2.36
,,"Total",97584,273785,2.81
"Total - Rice",,,14238257.00,40273531,2.83
