"Min,Max,Modal Price from Karnataka[Maize] from 01-Jan-2019To31-Dec-2019 (Total-9104) (Total-9104)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
99,Dharwad,Annigeri,Maize,Local,Medium,1993,1993,1993,01-Jan-19
279,Hassan,Arasikere,Maize,Local,FAQ,1600,1600,1600,01-Jan-19
666,Bagalkot,Bagalakot,Maize,Hybrid/Local,Medium,1501,1611,1579,01-Jan-19
966,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1600,2000,1800,01-Jan-19
1233,Bellary,Bellary,Maize,Local,FAQ,1793,1793,1793,01-Jan-19
1361,Hassan,Belur,Maize,Hybrid/Local,FAQ,1550,1780,1700,01-Jan-19
1437,Shimoga,Bhadravathi,Maize,Local,FAQ,1600,1778,1750,01-Jan-19
1768,Kolar,Chickkaballapura,Maize,Local,FAQ,1700,2100,2000,01-Jan-19
1854,Chikmagalur,Chikkamagalore,Maize,Local,FAQ,1678,1678,1678,01-Jan-19
2173,Davangere,Davangere,Maize,Local,FAQ,1450,1700,1580,01-Jan-19
2296,Dharwad,Dharwar,Maize,Local,FAQ,1660,1660,1660,01-Jan-19
2503,Gadag,Gadag,Maize,Local,FAQ,1161,1651,1559,01-Jan-19
2754,Kolar,Gowribidanoor,Maize,Hybrid/Local,FAQ,1550,1650,1600,01-Jan-19
2941,Gulbarga,Gulbarga,Maize,Local,FAQ,1425,1562,1525,01-Jan-19
3015,Chamrajnagar,Gundlupet,Maize,Local,FAQ,1100,1750,1500,01-Jan-19
3183,Bellary,H.B. Halli,Maize,Hybrid/Local,Medium,1500,1750,1600,01-Jan-19
3552,Haveri,Hanagal,Maize,Local,Medium,1400,1700,1600,01-Jan-19
3700,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1550,1625,1609,01-Jan-19
3915,Hassan,Hassan,Maize,Local,FAQ,1400,1812,1400,01-Jan-19
4123,Haveri,Haveri,Maize,Local,Medium,1550,1700,1650,01-Jan-19
4228,Haveri,Hirekerur,Maize,Hybrid/Local,FAQ,1580,1600,1590,01-Jan-19
4448,Hassan,Holenarsipura,Maize,Hybrid/Local,FAQ,1350,1350,1350,01-Jan-19
4698,Davangere,Honnali,Maize,Local,Medium,1580,1660,1610,01-Jan-19
4789,Bellary,Hoovinahadagali,Maize,Yellow,FAQ,1650,1650,1650,01-Jan-19
4840,Chitradurga,Hosadurga,Maize,Hybrid/Local,Medium,1550,1780,1600,01-Jan-19
5030,Bagalkot,Hungund,Maize,Local,FAQ,1600,1600,1600,01-Jan-19
5362,Chikmagalur,Kadur,Maize,Local,FAQ,1700,1700,1700,01-Jan-19
5485,Dharwad,Kalagategi,Maize,Local,FAQ,1550,1650,1600,01-Jan-19
5610,Chamrajnagar,Kollegal,Maize,Local,Medium,1680,1680,1680,01-Jan-19
5857,Bellary,Kottur,Maize,Hybrid/Local,FAQ,1650,1702,1687,01-Jan-19
5989,Belgaum,Kudchi,Maize,Hybrid/Local,FAQ,1600,1700,1680,01-Jan-19
6197,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1650,1650,1650,01-Jan-19
6245,Tumkur,Madhugiri,Maize,Hybrid/Local,FAQ,1200,1620,1600,01-Jan-19
6572,Gadag,Mundaragi,Maize,Yellow,FAQ,1425,1669,1588,01-Jan-19
6764,Karwar(Uttar Kannad),Mundgod,Maize,Hybrid/Local,FAQ,1650,1650,1650,01-Jan-19
7098,Gadag,Nargunda,Maize,Local,Medium,1600,1700,1633,01-Jan-19
7348,Mysore,Piriya Pattana,Maize,Hybrid/Local,FAQ,1100,1350,1200,01-Jan-19
7660,Haveri,Ranebennur,Maize,Local,Medium,1620,1700,1670,01-Jan-19
7779,Gadag,Rona,Maize,Hybrid/Local,FAQ,1576,1666,1651,01-Jan-19
7878,Belgaum,Sankeshwar,Maize,Hybrid/Local,FAQ,1500,1800,1685,01-Jan-19
8182,Haveri,Shiggauv,Maize,Hybrid/Local,FAQ,1350,1650,1500,01-Jan-19
8370,Shimoga,Shikaripura,Maize,Local,FAQ,1550,1570,1560,01-Jan-19
8521,Shimoga,Shimoga,Maize,Hybrid/Local,FAQ,1600,1630,1620,01-Jan-19
8633,Tumkur,Sira,Maize,Local,FAQ,1600,1600,1600,01-Jan-19
8957,Belgaum,Soundati,Maize,Local,FAQ,1600,1700,1610,01-Jan-19
9104,Tumkur,Tumkur,Maize,Local,FAQ,1620,1850,1700,01-Jan-19
98,Dharwad,Annigeri,Maize,Local,Medium,1400,1993,1500,02-Jan-19
278,Hassan,Arasikere,Maize,Local,FAQ,1500,1600,1600,02-Jan-19
482,Bagalkot,Badami,Maize,Hybrid/Local,Small,1650,1650,1650,02-Jan-19
665,Bagalkot,Bagalakot,Maize,Hybrid/Local,Medium,1440,1612,1556,02-Jan-19
965,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1600,2000,1800,02-Jan-19
1232,Bellary,Bellary,Maize,Local,FAQ,1743,1929,1802,02-Jan-19
1436,Shimoga,Bhadravathi,Maize,Local,FAQ,1650,1650,1650,02-Jan-19
1621,Davangere,Channagiri,Maize,Local,FAQ,1700,1700,1700,02-Jan-19
1767,Kolar,Chickkaballapura,Maize,Local,FAQ,1400,1800,1500,02-Jan-19
1853,Chikmagalur,Chikkamagalore,Maize,Local,FAQ,1600,1600,1600,02-Jan-19
1983,Chitradurga,Chitradurga,Maize,Local,FAQ,1469,1740,1687,02-Jan-19
2172,Davangere,Davangere,Maize,Local,FAQ,1510,1733,1620,02-Jan-19
2295,Dharwad,Dharwar,Maize,Local,FAQ,1660,1660,1660,02-Jan-19
2333,Bangalore,Doddaballa Pur,Maize,Local,FAQ,1790,1820,1800,02-Jan-19
2502,Gadag,Gadag,Maize,Local,FAQ,1150,1636,1320,02-Jan-19
2753,Kolar,Gowribidanoor,Maize,Hybrid/Local,FAQ,1550,1650,1600,02-Jan-19
2940,Gulbarga,Gulbarga,Maize,Local,FAQ,1425,1715,1565,02-Jan-19
3182,Bellary,H.B. Halli,Maize,Hybrid/Local,Medium,1400,1600,1600,02-Jan-19
3312,Karwar(Uttar Kannad),Haliyala,Maize,Hybrid/Local,FAQ,1500,1600,1600,02-Jan-19
3551,Haveri,Hanagal,Maize,Local,Medium,1340,1700,1600,02-Jan-19
3699,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1550,1625,1577,02-Jan-19
3736,Davangere,Harihara,Maize,Hybrid/Local,FAQ,1600,1600,1600,02-Jan-19
3914,Hassan,Hassan,Maize,Local,FAQ,1400,1764,1400,02-Jan-19
4122,Haveri,Haveri,Maize,Local,Medium,1550,1685,1600,02-Jan-19
4227,Haveri,Hirekerur,Maize,Hybrid/Local,FAQ,1500,1580,1560,02-Jan-19
4697,Davangere,Honnali,Maize,Local,Medium,1570,1660,1620,02-Jan-19
4839,Chitradurga,Hosadurga,Maize,Hybrid/Local,Medium,1550,1700,1650,02-Jan-19
5132,Mysore,Hunsur,Maize,Local,FAQ,900,900,900,02-Jan-19
5361,Chikmagalur,Kadur,Maize,Local,FAQ,1650,1700,1650,02-Jan-19
5484,Dharwad,Kalagategi,Maize,Local,FAQ,1610,1650,1620,02-Jan-19
5856,Bellary,Kottur,Maize,Hybrid/Local,FAQ,1541,1712,1694,02-Jan-19
5988,Belgaum,Kudchi,Maize,Hybrid/Local,FAQ,1600,1700,1680,02-Jan-19
6196,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1650,1650,1650,02-Jan-19
6571,Gadag,Mundaragi,Maize,Yellow,FAQ,1290,1670,1624,02-Jan-19
6763,Karwar(Uttar Kannad),Mundgod,Maize,Hybrid/Local,FAQ,1520,1650,1650,02-Jan-19
7097,Gadag,Nargunda,Maize,Local,Medium,1600,1765,1661,02-Jan-19
7347,Mysore,Piriya Pattana,Maize,Hybrid/Local,FAQ,1300,1500,1350,02-Jan-19
7659,Haveri,Ranebennur,Maize,Local,Medium,1635,1700,1675,02-Jan-19
7778,Gadag,Rona,Maize,Hybrid/Local,FAQ,1611,1668,1633,02-Jan-19
7877,Belgaum,Sankeshwar,Maize,Hybrid/Local,FAQ,3200,3400,3300,02-Jan-19
8181,Haveri,Shiggauv,Maize,Hybrid/Local,FAQ,1350,1650,1500,02-Jan-19
8369,Shimoga,Shikaripura,Maize,Local,Medium,1500,1700,1650,02-Jan-19
8520,Shimoga,Shimoga,Maize,Hybrid/Local,FAQ,1650,1660,1655,02-Jan-19
8632,Tumkur,Sira,Maize,Local,FAQ,1700,1700,1700,02-Jan-19
8773,Shimoga,Sorabha,Maize,Local,FAQ,1650,1650,1650,02-Jan-19
8956,Belgaum,Soundati,Maize,Local,FAQ,1670,1700,1690,02-Jan-19
97,Dharwad,Annigeri,Maize,Local,FAQ,1986,1986,1986,03-Jan-19
202,Hassan,Arakalgud,Maize,Local,FAQ,1400,1400,1400,03-Jan-19
277,Hassan,Arasikere,Maize,Local,FAQ,1450,1600,1600,03-Jan-19
402,Belgaum,Athani,Maize,Hybrid/Local,FAQ,1500,1500,1500,03-Jan-19
481,Bagalkot,Badami,Maize,Hybrid/Local,Small,1660,1660,1660,03-Jan-19
664,Bagalkot,Bagalakot,Maize,Hybrid/Local,Medium,1560,1686,1588,03-Jan-19
964,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1600,2000,1800,03-Jan-19
1229,Bellary,Bellary,Maize,Local,FAQ,1709,1808,1783,03-Jan-19
1230,Bellary,Bellary,Maize,Popcorn,FAQ,2787,2787,2787,03-Jan-19
