"Min,Max,Modal Price from Karnataka[Maize] from 01-Jan-2017To31-Dec-2017 (Total-10773) (Total-10773)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
215,Hassan,Arakalgud,Maize,Local,FAQ,1200,1250,1200,01-Jan-17
1677,Hassan,Belur,Maize,Hybrid/Local,FAQ,1320,1320,1320,01-Jan-17
3542,Tumkur,Gubbi,Maize,Yellow,FAQ,1500,1600,1500,01-Jan-17
3834,Bellary,H.B. Halli,Maize,Hybrid/Local,Medium,1370,1450,1420,01-Jan-17
4033,Karwar(Uttar Kannad),Haliyala,Maize,Hybrid/Local,FAQ,1320,1400,1350,01-Jan-17
5435,Hassan,Holenarsipura,Maize,Local,FAQ,1350,1520,1350,01-Jan-17
6613,Dharwad,Kalagategi,Maize,Local,FAQ,1380,1410,1400,01-Jan-17
6747,Chamrajnagar,Kollegal,Maize,Local,Medium,1350,1450,1400,01-Jan-17
7524,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1425,1425,1425,01-Jan-17
8908,Belgaum,Ramdurga,Maize,Local,FAQ,1303,1339,1313,01-Jan-17
9728,Haveri,Shiggauv,Maize,Local,FAQ,1300,1400,1362,01-Jan-17
305,Hassan,Arasikere,Maize,Local,FAQ,1400,1550,1475,02-Jan-17
854,Bagalkot,Bagalakot,Maize,Hybrid/Local,FAQ,1260,1422,1406,02-Jan-17
1224,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1600,2000,1800,02-Jan-17
1541,Bellary,Bellary,Maize,Local,FAQ,1288,1478,1447,02-Jan-17
1676,Hassan,Belur,Maize,Hybrid/Local,FAQ,1500,1500,1500,02-Jan-17
1851,Shimoga,Bhadravathi,Maize,Local,FAQ,1470,1500,1480,02-Jan-17
2231,Hassan,Channarayapatna,Maize,Hybrid/Local,FAQ,1400,1400,1400,02-Jan-17
2343,Chikmagalur,Chikkamagalore,Maize,Local,FAQ,1400,1400,1400,02-Jan-17
2476,Chitradurga,Chitradurga,Maize,Local,FAQ,1101,1512,1434,02-Jan-17
2707,Davangere,Davangere,Maize,Local,FAQ,1400,1480,1460,02-Jan-17
2851,Dharwad,Dharwar,Maize,Local,FAQ,1380,1380,1380,02-Jan-17
3129,Gadag,Gadag,Maize,Local,FAQ,1329,1400,1365,02-Jan-17
3515,Kolar,Gowribidanoor,Maize,Hybrid/Local,FAQ,1365,1500,1450,02-Jan-17
3833,Bellary,H.B. Halli,Maize,Hybrid/Local,Medium,1375,1388,1380,02-Jan-17
4032,Karwar(Uttar Kannad),Haliyala,Maize,Hybrid/Local,FAQ,1320,1400,1370,02-Jan-17
4295,Haveri,Hanagal,Maize,Local,Medium,1300,1540,1370,02-Jan-17
4497,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1390,1400,1400,02-Jan-17
4585,Davangere,Harihara,Maize,Hybrid/Local,FAQ,1450,1450,1450,02-Jan-17
4781,Hassan,Hassan,Maize,Local,FAQ,1514,1550,1550,02-Jan-17
5020,Haveri,Haveri,Maize,Local,Medium,1330,1440,1395,02-Jan-17
5281,Chitradurga,Holalkere,Maize,Yellow,Medium,1350,1455,1400,02-Jan-17
5608,Davangere,Honnali,Maize,Local,Medium,1560,1560,1560,02-Jan-17
5760,Chitradurga,Hosadurga,Maize,Hybrid/Local,Medium,1300,1500,1400,02-Jan-17
5931,Dharwad,Hubli (Amaragol),Maize,Local,Medium,1381,1381,1381,02-Jan-17
6187,Bagalkot,Jamakhandi,Maize,Hybrid/Local,FAQ,1340,1340,1340,02-Jan-17
6612,Dharwad,Kalagategi,Maize,Local,FAQ,1390,1420,1400,02-Jan-17
6746,Chamrajnagar,Kollegal,Maize,Local,Medium,1365,1450,1400,02-Jan-17
6838,Koppal,Koppal,Maize,Yellow,FAQ,1039,1434,1300,02-Jan-17
7011,Bellary,Kottur,Maize,Hybrid/Local,FAQ,1265,1517,1467,02-Jan-17
7239,Belgaum,Kudchi,Maize,Hybrid/Local,FAQ,1250,1400,1300,02-Jan-17
7523,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1425,1425,1425,02-Jan-17
7555,Gadag,Laxmeshwar,Maize,Local,FAQ,1272,1274,1273,02-Jan-17
7864,Gadag,Mundaragi,Maize,Yellow,FAQ,1260,1418,1388,02-Jan-17
8101,Karwar(Uttar Kannad),Mundgod,Maize,Hybrid/Local,FAQ,1300,1420,1360,02-Jan-17
8559,Gadag,Nargunda,Maize,Local,Medium,1220,1404,1365,02-Jan-17
8907,Belgaum,Ramdurga,Maize,Local,FAQ,1320,1320,1320,02-Jan-17
9158,Haveri,Ranebennur,Maize,Local,Medium,1400,1480,1450,02-Jan-17
9306,Gadag,Rona,Maize,Hybrid/Local,FAQ,1372,1430,1418,02-Jan-17
9422,Belgaum,Sankeshwar,Maize,Hybrid/Local,FAQ,1200,1300,1250,02-Jan-17
