"Min,Max,Modal Price from Karnataka[Maize] from 01-Jan-2013To31-Dec-2013 (Total-7024) (Total-7024)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
113,Hassan,Arasikere,Maize,Local,FAQ,1300,1450,1350,01-Jan-13
569,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1400,1450,1425,01-Jan-13
704,Bellary,Bellary,Maize,Local,FAQ,1210,1355,1348,01-Jan-13
951,Bijapur,Bijapur,Maize,Hybrid/Local,FAQ,1250,1300,1270,01-Jan-13
1001,Chitradurga,Challakere,Maize,Yellow,FAQ,825,1345,1199,01-Jan-13
1082,Chamrajnagar,Chamaraj Nagar,Maize,Local,FAQ,1000,1500,1500,01-Jan-13
1333,Kolar,Chickkaballapura,Maize,Local,FAQ,1200,1700,1500,01-Jan-13
1334,Kolar,Chickkaballapura,Maize,Sweet Corn (For Biscuits),FAQ,3800,4800,4200,01-Jan-13
1611,Davangere,Davangere,Maize,Local,FAQ,1320,1365,1340,01-Jan-13
1728,Dharwad,Dharwar,Maize,Local,FAQ,1320,1400,1360,01-Jan-13
1898,Gadag,Gadag,Maize,Local,FAQ,811,1292,1000,01-Jan-13
2034,Kolar,Gowribidanoor,Maize,Hybrid/Local,FAQ,1300,1500,1400,01-Jan-13
2058,Gulbarga,Gulbarga,Maize,Local,FAQ,1175,1356,1275,01-Jan-13
2087,Chamrajnagar,Gundlupet,Maize,Local,FAQ,1411,1411,1411,01-Jan-13
2308,Bellary,H.B. Halli,Maize,Local,Medium,1350,1400,1360,01-Jan-13
2525,Haveri,Hanagal,Maize,Hybrid/Local,Medium,1200,1330,1310,01-Jan-13
2684,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1250,1362,1345,01-Jan-13
2970,Hassan,Hassan,Maize,Local,FAQ,1200,1548,1500,01-Jan-13
3133,Haveri,Haveri,Maize,Local,Medium,1310,1360,1340,01-Jan-13
3237,Haveri,Hirekerur,Maize,Hybrid/Local,FAQ,1220,1350,1300,01-Jan-13
3382,Chitradurga,Holalkere,Maize,Yellow,Medium,1250,1500,1490,01-Jan-13
3499,Hassan,Holenarsipura,Maize,Local,FAQ,1200,1300,1200,01-Jan-13
3706,Davangere,Honnali,Maize,Local,Medium,1180,1475,1360,01-Jan-13
3771,Bellary,Hoovinahadagali,Maize,Yellow,FAQ,1200,1200,1200,01-Jan-13
3865,Chitradurga,Hosadurga,Maize,Hybrid/Local,Medium,1280,1350,1300,01-Jan-13
3904,Bellary,Hospet,Maize,Hybrid/Local,Large,1200,1200,1200,01-Jan-13
4210,Mysore,Hunsur,Maize,Hybrid/Local,Medium,1530,1603,1603,01-Jan-13
4290,Davangere,Jagalur,Maize,Hybrid/Local,FAQ,1200,1360,1280,01-Jan-13
4462,Chikmagalur,Kadur,Maize,Local,FAQ,1303,1410,1360,01-Jan-13
4660,Chamrajnagar,Kollegal,Maize,Local,Medium,1170,1250,1200,01-Jan-13
5008,Belgaum,Kudchi,Maize,Hybrid/Local,FAQ,1200,1300,1250,01-Jan-13
5030,Dharwad,Kundagol,Maize,Local,FAQ,1360,1360,1360,01-Jan-13
5124,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1320,1320,1320,01-Jan-13
5301,Chikmagalur,Moodigere,Maize,Local,FAQ,1050,1400,1050,01-Jan-13
5443,Gadag,Mundaragi,Maize,Yellow,FAQ,1258,1333,1280,01-Jan-13
5509,Karwar(Uttar Kannad),Mundgod,Maize,Hybrid/Local,FAQ,1300,1430,1300,01-Jan-13
5649,Mysore,Mysore (Bandipalya),Maize,Local,FAQ,1060,1401,1248,01-Jan-13
5982,Gadag,Rona,Maize,Hybrid/Local,FAQ,1261,1336,1300,01-Jan-13
6051,Belgaum,Sankeshwar,Maize,Hybrid/Local,FAQ,1100,1300,1200,01-Jan-13
6125,Haveri,Savanur,Maize,Hybrid/Local,FAQ,1266,1270,1268,01-Jan-13
6369,Shimoga,Shikaripura,Maize,Local,Medium,1000,1300,1200,01-Jan-13
6535,Shimoga,Shimoga,Maize,Hybrid/Local,FAQ,1200,1370,1285,01-Jan-13
6745,Madikeri(Kodagu),Somvarpet,Maize,Local,FAQ,1000,1000,1000,01-Jan-13
6911,Belgaum,Soundati,Maize,Local,FAQ,1120,1299,1265,01-Jan-13
7023,Tumkur,Tumkur,Maize,Local,FAQ,950,1420,1200,01-Jan-13
112,Hassan,Arasikere,Maize,Local,Medium,1350,1450,1375,02-Jan-13
220,Bagalkot,Badami,Maize,Hybrid/Local,Medium,1350,1355,1352,02-Jan-13
221,Bagalkot,Badami,Maize,Hybrid/Local,FAQ,1350,1355,1352,02-Jan-13
568,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1400,1450,1425,02-Jan-13
703,Bellary,Bellary,Maize,Local,FAQ,1245,1360,1321,02-Jan-13
950,Bijapur,Bijapur,Maize,Hybrid/Local,FAQ,1225,1300,1250,02-Jan-13
1081,Chamrajnagar,Chamaraj Nagar,Maize,Local,FAQ,1000,1000,1000,02-Jan-13
1140,Davangere,Channagiri,Maize,Hybrid/Local,FAQ,1300,1400,1310,02-Jan-13
1331,Kolar,Chickkaballapura,Maize,Local,Large,1200,1500,1300,02-Jan-13
1332,Kolar,Chickkaballapura,Maize,Sweet Corn (For Biscuits),Large,2000,3500,2930,02-Jan-13
1362,Chikmagalur,Chikkamagalore,Maize,Local,FAQ,1100,1300,1195,02-Jan-13
1458,Chitradurga,Chitradurga,Maize,Local,FAQ,1001,1355,1280,02-Jan-13
1727,Dharwad,Dharwar,Maize,Local,FAQ,1291,1380,1335,02-Jan-13
1897,Gadag,Gadag,Maize,Local,FAQ,815,1369,1200,02-Jan-13
2033,Kolar,Gowribidanoor,Maize,Hybrid/Local,FAQ,1300,1500,1400,02-Jan-13
2057,Gulbarga,Gulbarga,Maize,Local,FAQ,1209,1454,1372,02-Jan-13
2086,Chamrajnagar,Gundlupet,Maize,Local,FAQ,1435,1435,1435,02-Jan-13
2307,Bellary,H.B. Halli,Maize,Local,Medium,1250,1360,1300,02-Jan-13
2524,Haveri,Hanagal,Maize,Hybrid/Local,Medium,1300,1360,1355,02-Jan-13
2683,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1265,1265,0,02-Jan-13
2969,Hassan,Hassan,Maize,Local,FAQ,1100,1580,1548,02-Jan-13
3132,Haveri,Haveri,Maize,Local,FAQ,1330,1355,1350,02-Jan-13
3381,Chitradurga,Holalkere,Maize,Yellow,Medium,1460,1500,1480,02-Jan-13
3498,Hassan,Holenarsipura,Maize,Local,FAQ,1100,1200,1200,02-Jan-13
3705,Davangere,Honnali,Maize,Hybrid/Local,Medium,1300,1475,1400,02-Jan-13
3770,Bellary,Hoovinahadagali,Maize,Yellow,FAQ,1200,1300,1250,02-Jan-13
3864,Chitradurga,Hosadurga,Maize,Hybrid/Local,Medium,1300,1350,1340,02-Jan-13
4008,Dharwad,Hubli (Amaragol),Maize,Local,FAQ,1330,1330,1330,02-Jan-13
4209,Mysore,Hunsur,Maize,Hybrid/Local,Medium,1530,1530,1530,02-Jan-13
4289,Davangere,Jagalur,Maize,Hybrid/Local,FAQ,1200,1350,1300,02-Jan-13
4411,Mysore,K.R.Nagar,Maize,Hybrid/Local,Medium,1000,1000,1000,02-Jan-13
4461,Chikmagalur,Kadur,Maize,Local,FAQ,1300,1300,1300,02-Jan-13
4860,Bellary,Kottur,Maize,Hybrid/Local,Medium,1000,1379,1320,02-Jan-13
5007,Belgaum,Kudchi,Maize,Hybrid/Local,FAQ,1200,1300,1250,02-Jan-13
5029,Dharwad,Kundagol,Maize,Local,FAQ,1350,1350,1350,02-Jan-13
5123,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1320,1320,1320,02-Jan-13
5157,Gadag,Laxmeshwar,Maize,Local,FAQ,1104,1218,1218,02-Jan-13
5300,Chikmagalur,Moodigere,Maize,Local,FAQ,1050,1400,1050,02-Jan-13
5442,Gadag,Mundaragi,Maize,Yellow,FAQ,1181,1350,1268,02-Jan-13
5508,Karwar(Uttar Kannad),Mundgod,Maize,Hybrid/Local,FAQ,1365,1370,1365,02-Jan-13
5648,Mysore,Mysore (Bandipalya),Maize,Local,FAQ,1220,1414,1352,02-Jan-13
5981,Gadag,Rona,Maize,Hybrid/Local,FAQ,1261,1336,1300,02-Jan-13
6050,Belgaum,Sankeshwar,Maize,Hybrid/Local,FAQ,1100,1300,1200,02-Jan-13
6534,Shimoga,Shimoga,Maize,Hybrid/Local,FAQ,1200,1380,1290,02-Jan-13
6744,Madikeri(Kodagu),Somvarpet,Maize,Local,FAQ,1000,1000,1000,02-Jan-13
6800,Shimoga,Sorabha,Maize,Local,FAQ,1200,1300,1260,02-Jan-13
6910,Belgaum,Soundati,Maize,Local,FAQ,1185,1300,1287,02-Jan-13
6956,Chikmagalur,Tarikere,Maize,Other,FAQ,1565,1565,1565,02-Jan-13
111,Hassan,Arasikere,Maize,Local,FAQ,1400,1450,1425,03-Jan-13
218,Bagalkot,Badami,Maize,Hybrid/Local,Medium,1310,1315,1315,03-Jan-13
219,Bagalkot,Badami,Maize,Hybrid/Local,FAQ,1310,1315,1315,03-Jan-13
402,Bagalkot,Bagalakot,Maize,Hybrid/Local,FAQ,1295,1333,1327,03-Jan-13
567,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1400,1450,1425,03-Jan-13
702,Bellary,Bellary,Maize,Local,FAQ,1321,1364,1354,03-Jan-13
840,Shimoga,Bhadravathi,Maize,Hybrid/Local,FAQ,1500,1500,1500,03-Jan-13
949,Bijapur,Bijapur,Maize,Hybrid/Local,FAQ,1250,1300,1275,03-Jan-13
1080,Chamrajnagar,Chamaraj Nagar,Maize,Local,FAQ,1200,1200,1200,03-Jan-13
1139,Davangere,Channagiri,Maize,Hybrid/Local,FAQ,1200,1300,1200,03-Jan-13
1240,Hassan,Channarayapatna,Maize,Hybrid/Local,FAQ,1480,1480,1480,03-Jan-13
1383,Kolar,Chintamani,Maize,Local,FAQ,1000,1200,1100,03-Jan-13
1610,Davangere,Davangere,Maize,Local,FAQ,1200,1355,1275,03-Jan-13
1726,Dharwad,Dharwar,Maize,Local,FAQ,1140,1360,1250,03-Jan-13
1769,Bangalore,Doddaballa Pur,Maize,Local,FAQ,1300,1500,1425,03-Jan-13
1896,Gadag,Gadag,Maize,Local,FAQ,815,1296,1100,03-Jan-13
2056,Gulbarga,Gulbarga,Maize,Local,FAQ,1150,1225,1201,03-Jan-13
2306,Bellary,H.B. Halli,Maize,Local,Medium,1300,1360,1350,03-Jan-13
2523,Haveri,Hanagal,Maize,Hybrid/Local,FAQ,1250,1300,1280,03-Jan-13
2682,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1180,1445,1355,03-Jan-13
2968,Hassan,Hassan,Maize,Local,FAQ,1200,1530,1515,03-Jan-13
3131,Haveri,Haveri,Maize,Local,FAQ,1325,1362,1348,03-Jan-13
3236,Haveri,Hirekerur,Maize,Hybrid/Local,FAQ,1300,1300,1300,03-Jan-13
3380,Chitradurga,Holalkere,Maize,Yellow,Medium,1460,1500,1480,03-Jan-13
3497,Hassan,Holenarsipura,Maize,Local,FAQ,1200,1200,1200,03-Jan-13
3704,Davangere,Honnali,Maize,Local,Medium,1300,1475,1400,03-Jan-13
4007,Dharwad,Hubli (Amaragol),Maize,Local,FAQ,1312,1338,1321,03-Jan-13
4208,Mysore,Hunsur,Maize,Hybrid/Local,Medium,800,800,800,03-Jan-13
4410,Mysore,K.R.Nagar,Maize,Hybrid/Local,Medium,1000,1000,1000,03-Jan-13
4659,Chamrajnagar,Kollegal,Maize,Local,Medium,1200,1300,1250,03-Jan-13
4727,Koppal,Koppal,Maize,Yellow,FAQ,1275,1348,1312,03-Jan-13
4859,Bellary,Kottur,Maize,Hybrid/Local,Medium,1001,1378,1325,03-Jan-13
5006,Belgaum,Kudchi,Maize,Hybrid/Local,FAQ,1200,1300,1250,03-Jan-13
5028,Dharwad,Kundagol,Maize,Local,FAQ,1340,1340,1340,03-Jan-13
5122,Koppal,Kustagi,Maize,Hybrid/Local,FAQ,1320,1320,1320,03-Jan-13
5299,Chikmagalur,Moodigere,Maize,Other,FAQ,1050,1400,1400,03-Jan-13
5441,Gadag,Mundaragi,Maize,Yellow,FAQ,1209,1339,1332,03-Jan-13
5507,Karwar(Uttar Kannad),Mundgod,Maize,Hybrid/Local,FAQ,1370,1430,1370,03-Jan-13
5647,Mysore,Mysore (Bandipalya),Maize,Local,FAQ,1201,1355,1285,03-Jan-13
5791,Mysore,Piriya Pattana,Maize,Hybrid/Local,FAQ,1099,1360,1100,03-Jan-13
5980,Gadag,Rona,Maize,Hybrid/Local,FAQ,1270,1337,1300,03-Jan-13
6049,Belgaum,Sankeshwar,Maize,Hybrid/Local,FAQ,1100,1300,1200,03-Jan-13
6124,Haveri,Savanur,Maize,Hybrid/Local,FAQ,1243,1285,1264,03-Jan-13
6368,Shimoga,Shikaripura,Maize,Local,Medium,1200,1465,1320,03-Jan-13
6533,Shimoga,Shimoga,Maize,Hybrid/Local,FAQ,1200,1380,1290,03-Jan-13
6590,Tumkur,Sira,Maize,Local,FAQ,1175,1250,1200,03-Jan-13
6743,Madikeri(Kodagu),Somvarpet,Maize,Local,FAQ,1000,1000,1000,03-Jan-13
6955,Chikmagalur,Tarikere,Maize,Other,FAQ,1300,1548,1417,03-Jan-13
110,Hassan,Arasikere,Maize,Local,FAQ,1150,1200,1175,04-Jan-13
217,Bagalkot,Badami,Maize,Hybrid/Local,FAQ,1310,1320,1315,04-Jan-13
401,Bagalkot,Bagalakot,Maize,Hybrid/Local,FAQ,1180,1331,1317,04-Jan-13
566,Bangalore,Bangalore,Maize,Hybrid/Local,FAQ,1400,1450,1425,04-Jan-13
701,Bellary,Bellary,Maize,Local,FAQ,1111,1362,1337,04-Jan-13
948,Bijapur,Bijapur,Maize,Hybrid/Local,FAQ,1250,1300,1280,04-Jan-13
1079,Chamrajnagar,Chamaraj Nagar,Maize,Local,FAQ,1000,1020,1000,04-Jan-13
1329,Kolar,Chickkaballapura,Maize,Local,FAQ,1175,1500,1200,04-Jan-13
1330,Kolar,Chickkaballapura,Maize,Sweet Corn (For Biscuits),FAQ,3000,5000,4551,04-Jan-13
1457,Chitradurga,Chitradurga,Maize,Local,FAQ,1089,1356,1315,04-Jan-13
1609,Davangere,Davangere,Maize,Local,FAQ,1200,1356,1275,04-Jan-13
1725,Dharwad,Dharwar,Maize,Local,FAQ,1350,1375,1362,04-Jan-13
1895,Gadag,Gadag,Maize,Local,FAQ,851,1302,1000,04-Jan-13
2032,Kolar,Gowribidanoor,Maize,Hybrid/Local,FAQ,1200,1510,1450,04-Jan-13
2055,Gulbarga,Gulbarga,Maize,Local,FAQ,1150,1225,1201,04-Jan-13
2085,Chamrajnagar,Gundlupet,Maize,Local,FAQ,1433,1433,1433,04-Jan-13
2681,Davangere,Harappana Halli,Maize,Hybrid/Local,FAQ,1300,1450,1360,04-Jan-13
2827,Davangere,Harihara,Maize,Hybrid/Local,FAQ,1300,1430,1365,04-Jan-13
2967,Hassan,Hassan,Maize,Local,FAQ,1200,1550,1460,04-Jan-13
3130,Haveri,Haveri,Maize,Local,FAQ,1330,1355,1345,04-Jan-13
