,tur,maize,rice,jowar,cotton,ragi,groundnut,moong,bajra,soybean,onion,wheat
1,36062.4,72028.55,29.7,56396.55,1395.8999999999999,6.533333333333332,32534.149999999998,21738.305555555555,10898.688888888888,959.2,33735.9,26037.0
2,1189.1000000000001,10974.15,517.55,148.6333333333333,0.8166666666666665,38790.65555555555,75.40555555555555,0.0,3.2666666666666666,0.0,51.15,0.27222222222222214
3,11637.45,165480.7,64962.69999999999,119815.54995983926,65067.200000000004,402.07222222222225,35052.600000000006,23352.311111111107,4577.416666666667,81818.55004016064,6040.650000000001,46808.3
4,6280.438888888888,165952.59999999998,109072.32777777789,38014.35,57635.05,6293.505555555556,66669.9,90.64999999999998,10889.433333333332,2.2,9348.35,164.69444444444443
5,583.55,1298.0,347.05,200.74999999999997,7.699999999999999,12375.961111111112,46.005555555555546,4.8999999999999995,3.266666666666666,2.2,36.300000000000004,0.8166666666666667
6,59994.36666666667,1296.3500000000001,445.08333333333326,39718.25000000001,514.8,3.266666666666666,27.222222222222218,33541.75,734.7277777777776,150812.19999999998,664.95,2064.5333333333333
7,213286.11111111107,52982.05001626016,66.55,0.0,12709.78333333333,20.688888888888886,16890.84444444444,3869.094444444444,12283.755555555555,16.5,14230.15,44746.9
8,961.4000000000001,32139.25,7395.85,9011.37222222222,9411.050000000001,16294.3,2902.977777777777,993.8833333333332,600.7944444444444,25.3,4452.8,0.55
9,8325.349999999999,50765.0,558.25,8187.8499999999985,86.89999999999999,32225.347643097648,23332.65,41.691245791245784,86.02222222222221,4.4,1165.45,1.0888888888888886
10,462.54999999999995,19733.45,25473.25,14638.800000000001,1964.6,21524.88333333333,5052.849999999999,2201.1888888888884,9.255555555555555,3.3,6093.45,1.65
11,9565.6,101987.59999999999,1334.85,4915.244444444444,10888.35,19513.977777777774,45481.799999999996,2565.1499999999996,1526.0777777777776,11.0,30102.600000000002,276.09999999999997
12,7091.15,167015.98887474462,104540.15001414427,3659.483333333333,4293.3,8402.955555555554,8104.327777777777,84.11666666666666,553.1555555555555,33.550000000000004,7107.650000000001,54.1722222222222
13,410.7833333333333,38849.8,9127.066666666666,30062.588888888884,52600.899999999994,20.416666666666664,13594.777777777777,23425.266666666666,14.699999999999996,35265.45,11455.655555555553,17731.466666666667
14,1728.0666666666664,51377.7,3376.9999999999995,38693.394444444435,16578.605555555554,9.527777777777777,20785.527777777774,13308.771777777758,1575.622222222222,25.85,32806.4,9042.112843488649
15,448326.51111111115,1364.55,9853.800000000001,182321.14999999997,71759.6,18.783333333333335,4087.4166666666665,67532.3,2494.372222222222,19623.45,4246.0,4717.066666666667
16,751.3333333333331,93707.9,37634.3,3801.855555555555,95.14999999999999,45487.51666666666,286.37777777777774,4260.277777777777,26.13333333333333,13.2,73.14999999999999,4.95
17,1476.2,207057.4,17699.344444444443,21667.255555555555,83109.95,126.03888888888888,11711.544444444444,26189.8388888889,1.6333333333333333,3655.944444444444,3461.85,0.0
18,0.0,3187.25,12575.033333333331,0.0,0.0,16.877777777777776,39.050000000000004,123.40740740740738,0.0,0.0,0.0,1.1
19,2392.5,666.6,2463.45,598.4,0.0,58973.58333333335,5126.488888888888,23.65,26.677777777777774,1.65,330.0,0.0
20,11431.972222222223,75368.70000000001,71018.2,23808.011111111107,7543.8,18.783333333333335,17692.266666666663,13658.477777777776,39813.58888888888,7.7,14124.550000000001,2963.683333333333
21,763.9499999999999,7577.349999999999,56035.65,1791.35,2.1999999999999997,35145.522222222215,568.7,172.58888888888885,3.5388888888888883,36.3,192.5,0.55
22,3183.9500000000003,41561.3,90679.6,4108.377777777777,50313.99999999999,27689.62777777778,1149.5944444444442,6525.2,4.8999999999999995,38.5,22.0,1.65
23,38402.661111111105,3405.0500000000006,158615.05001841622,107140.0,115186.5,22.866666666666667,29129.65,515.861111111111,23609.83333333333,4.95,1713.25,113.24444444444443
24,2615.7999999999997,3017.2999999999997,4107.4,463.5944444444443,0.55,61490.38888888888,1473.45,28.58333333333333,25.861111111111107,2.75,11.55,0.27222222222222214
25,139.92222222222222,60190.46109146473,103731.65001964637,178.75000000000003,1510.85,405.88333333333327,108.88888888888887,0.0,2.4499999999999997,0.5444444444444444,1.1,0.0
26,5844.61111111111,27275.05,6498.8,588.2722222222222,1236.3999999999999,75303.47222222222,32510.955555555553,4349.566666666667,54.98888888888889,6.05,501.6,12.1
27,2.1999999999999997,11039.050000000001,57343.08333333333,41.25,1191.3,1.633333333333333,1466.3,243.91111111111107,0.27222222222222214,13.200000000000001,41.8,0.0
28,0.0,0.0,42884.10555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89444444444444
29,0.0,0.0,21418.62777777778,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.27222222222222214
30,82160.96109452737,103.4,111664.85001658373,37551.24999999999,113994.65000000001,2.7222222222222223,22839.98888888889,25280.2,6139.155555555554,0.0,273.34999999999997,112.9722222222222
