"Min,Max,Modal Price from Karnataka[Arhar Dal(Tur Dal)] from 01-Jan-2016To31-Dec-2016 (Total-82) (Total-82)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Hassan,Arasikere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,16206,16206,16206,24-Feb-16
2,Hassan,Arasikere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11400,11400,11400,23-Feb-16
3,Hassan,Arasikere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11300,11400,11400,22-Feb-16
4,Hassan,Arasikere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,15100,16340,16340,14-Jan-16
5,Hassan,Arasikere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11500,14800,14800,2-Jan-16
6,Hassan,Arasikere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14500,14800,14500,1-Jan-16
7,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,15000,12500,24-Feb-16
8,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,23-Feb-16
9,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,22-Feb-16
10,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,20-Feb-16
11,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,19-Feb-16
12,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,18-Feb-16
13,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,17-Feb-16
14,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,16-Feb-16
15,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,14000,12000,15-Feb-16
16,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,15000,12500,12-Feb-16
17,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,15000,12500,8-Feb-16
18,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,25-Jan-16
19,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,23-Jan-16
20,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,21-Jan-16
21,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,20-Jan-16
22,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,19-Jan-16
23,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,18-Jan-16
24,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,16-Jan-16
25,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,14-Jan-16
26,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10000,16000,13000,13-Jan-16
27,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,16000,14500,12-Jan-16
28,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,16000,14500,11-Jan-16
29,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,16000,14500,8-Jan-16
30,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,16000,14500,6-Jan-16
31,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,16000,14500,5-Jan-16
32,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14000,17000,15250,4-Jan-16
33,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14000,17000,15250,2-Jan-16
34,Bangalore,Bangalore,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14000,17000,15250,1-Jan-16
35,Kolar,Bangarpet,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13500,15500,14500,16-Jan-16
36,Kolar,Bangarpet,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,15500,14500,14-Jan-16
37,Kolar,Bangarpet,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,15500,14500,12-Jan-16
38,Kolar,Bangarpet,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,13000,15500,14200,5-Jan-16
39,Davangere,Davangere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14000,15000,14500,14-Jan-16
40,Davangere,Davangere,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14000,15000,14500,8-Jan-16
41,Hassan,Hassan,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14180,14500,14500,23-Jan-16
42,Hassan,Hassan,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,14505,15502,15500,18-Jan-16
43,Bangalore,Hoskote,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,15000,15000,15000,12-Feb-16
44,Bangalore,Hoskote,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,15980,16790,16400,19-Jan-16
45,Bangalore,Hoskote,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,12000,17000,16000,5-Jan-16
