"Min,Max,Modal Price from Karnataka[Jowar(Sorghum)] from 01-jan-2011To31-Dec-2011 (Total-4260) (Total-4260)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
393,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1415,2230,2010,1-Jan-11
394,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1500,2500,2200,1-Jan-11
735,Bidar,Basava Kalayana,Jowar(Sorghum),Jowar ( White),FAQ,2000,2100,2050,1-Jan-11
736,Bidar,Basava Kalayana,Jowar(Sorghum),Jowar (Yellow),FAQ,1100,1300,1200,1-Jan-11
737,Bidar,Basava Kalayana,Jowar(Sorghum),Hybrid,FAQ,750,890,800,1-Jan-11
948,Belgaum,Belgaum,Jowar(Sorghum),Jowar ( White),FAQ,1000,1800,1600,1-Jan-11
1189,Bellary,Bellary,Jowar(Sorghum),Jowar Hybrid,FAQ,1086,1486,1380,1-Jan-11
1415,Bidar,Bidar,Jowar(Sorghum),Jowar ( White),FAQ,1710,2250,2100,1-Jan-11
1416,Bidar,Bidar,Jowar(Sorghum),Jowar Hybrid,FAQ,900,900,900,1-Jan-11
2045,Gadag,Gadag,Jowar(Sorghum),Jowar ( White),FAQ,901,1611,1500,1-Jan-11
2772,Dharwad,Hubli (Amaragol),Jowar(Sorghum),Jowar ( White),Small,726,809,809,1-Jan-11
2902,Bidar,Humanabad,Jowar(Sorghum),Jowar Hybrid,Medium,800,1280,850,1-Jan-11
3344,Koppal,Kustagi,Jowar(Sorghum),Jowar Hybrid,FAQ,755,755,755,1-Jan-11
3539,Gadag,Laxmeshwar,Jowar(Sorghum),Jowar ( White),FAQ,1171,1171,1171,1-Jan-11
3927,Raichur,Raichur,Jowar(Sorghum),Jowar ( White),Small,831,831,831,1-Jan-11
4236,Raichur,Sindhanur,Jowar(Sorghum),Jowar Hybrid,Medium,921,921,921,1-Jan-11
391,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1415,2230,2010,3-Jan-11
392,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1500,2500,2200,3-Jan-11
1188,Bellary,Bellary,Jowar(Sorghum),Jowar Hybrid,FAQ,882,1441,1280,3-Jan-11
1659,Chitradurga,Chitradurga,Jowar(Sorghum),Local,FAQ,1689,2519,2100,3-Jan-11
1660,Chitradurga,Chitradurga,Jowar(Sorghum),Bijapur,FAQ,2300,4149,3700,3-Jan-11
1661,Chitradurga,Chitradurga,Jowar(Sorghum),Bijapur Fine,FAQ,3266,3700,3400,3-Jan-11
2681,Bellary,Hospet,Jowar(Sorghum),Jowar Hybrid,Medium,1050,1050,1050,3-Jan-11
3086,Koppal,Koppal,Jowar(Sorghum),Hybrid,FAQ,652,701,680,3-Jan-11
3705,Mysore,Mysore (Bandipalya),Jowar(Sorghum),Local,Medium,756,890,800,3-Jan-11
1187,Bellary,Bellary,Jowar(Sorghum),Jowar Hybrid,FAQ,1426,1489,1436,4-Jan-11
3742,Tumkur,Pavagada,Jowar(Sorghum),Jowar ( White),FAQ,750,900,800,4-Jan-11
389,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1415,2230,2010,5-Jan-11
390,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1500,2500,2200,5-Jan-11
1186,Bellary,Bellary,Jowar(Sorghum),Jowar Hybrid,FAQ,1156,1563,1359,5-Jan-11
1413,Bidar,Bidar,Jowar(Sorghum),Jowar ( White),FAQ,1500,2200,1725,5-Jan-11
1414,Bidar,Bidar,Jowar(Sorghum),Jowar Hybrid,FAQ,775,925,815,5-Jan-11
2326,Gulbarga,Gulbarga,Jowar(Sorghum),Jowar ( White),FAQ,1800,2400,2100,5-Jan-11
3704,Mysore,Mysore (Bandipalya),Jowar(Sorghum),Local,Medium,876,882,880,5-Jan-11
1411,Bidar,Bidar,Jowar(Sorghum),Jowar ( White),FAQ,1525,2210,1850,6-Jan-11
1412,Bidar,Bidar,Jowar(Sorghum),Jowar Hybrid,FAQ,755,900,765,6-Jan-11
2449,Bellary,H.B. Halli,Jowar(Sorghum),Jowar Hybrid,Medium,750,750,750,6-Jan-11
3703,Mysore,Mysore (Bandipalya),Jowar(Sorghum),Local,Medium,406,789,550,6-Jan-11
387,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1400,2000,1900,7-Jan-11
388,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1500,2400,2200,7-Jan-11
1751,Gulbarga,Chittapur,Jowar(Sorghum),Jowar ( White),FAQ,1500,2200,1500,7-Jan-11
2059,Kolar,Gowribidanoor,Jowar(Sorghum),Jowar ( White),FAQ,850,900,875,7-Jan-11
2771,Dharwad,Hubli (Amaragol),Jowar(Sorghum),Jowar ( White),Medium,1451,1451,1451,7-Jan-11
3702,Mysore,Mysore (Bandipalya),Jowar(Sorghum),Local,Medium,813,910,880,7-Jan-11
3926,Raichur,Raichur,Jowar(Sorghum),Jowar ( White),Small,716,944,944,7-Jan-11
11,Hassan,Arasikere,Jowar(Sorghum),Local,Medium,750,750,750,10-Jan-11
385,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1400,2000,1900,10-Jan-11
386,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1500,2400,2200,10-Jan-11
1185,Bellary,Bellary,Jowar(Sorghum),Jowar Hybrid,FAQ,1350,1573,1400,10-Jan-11
1750,Gulbarga,Chittapur,Jowar(Sorghum),Jowar ( White),FAQ,2101,2151,2151,10-Jan-11
3085,Koppal,Koppal,Jowar(Sorghum),Hybrid,FAQ,602,602,602,10-Jan-11
4235,Raichur,Sindhanur,Jowar(Sorghum),Jowar Hybrid,Medium,931,931,931,10-Jan-11
383,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1400,2000,1900,11-Jan-11
384,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1500,2400,2200,11-Jan-11
1184,Bellary,Bellary,Jowar(Sorghum),Jowar Hybrid,FAQ,1319,1572,1486,11-Jan-11
4234,Raichur,Sindhanur,Jowar(Sorghum),Jowar Hybrid,Medium,918,918,918,11-Jan-11
381,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1450,2100,1950,12-Jan-11
382,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1600,2500,2250,12-Jan-11
1749,Gulbarga,Chittapur,Jowar(Sorghum),Jowar ( White),FAQ,2255,2255,2255,12-Jan-11
2325,Gulbarga,Gulbarga,Jowar(Sorghum),Jowar ( White),FAQ,1800,2600,2250,12-Jan-11
3701,Mysore,Mysore (Bandipalya),Jowar(Sorghum),Local,Medium,762,850,800,12-Jan-11
4233,Raichur,Sindhanur,Jowar(Sorghum),Jowar ( White),Medium,1448,1565,1448,12-Jan-11
4256,Chikmagalur,Tarikere,Jowar(Sorghum),Local,FAQ,1000,1000,1000,12-Jan-11
379,Bangalore,Bangalore,Jowar(Sorghum),Jowar ( White),FAQ,1450,2100,1950,13-Jan-11
380,Bangalore,Bangalore,Jowar(Sorghum),Bijapur,FAQ,1600,2500,2250,13-Jan-11
