"Min,Max,Modal Price from Karnataka[Soyabean] from 01-Jan-2012To31-Dec-2012 (Total-1444) (Total-1444)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1023,Bidar,Humanabad,Soyabean,Soyabeen,FAQ,2310,2310,2310,1-Jan-12
223,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,2300,2355,2320,2-Jan-12
447,Bidar,Basava Kalayana,Soyabean,Soyabeen,FAQ,2250,2411,2350,2-Jan-12
535,Bidar,Bhalki,Soyabean,Soyabeen,Medium,2301,2361,2325,2-Jan-12
765,Dharwad,Dharwar,Soyabean,Soyabeen,FAQ,2276,2415,2345,2-Jan-12
971,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,2093,2403,2311,2-Jan-12
1235,Dharwad,Kalagategi,Soyabean,Soyabeen,Medium,1980,2210,2130,2-Jan-12
1236,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1980,2210,2130,2-Jan-12
1437,Haveri,Savanur,Soyabean,Soyabeen,FAQ,2269,2390,2330,2-Jan-12
222,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,2320,2365,2360,3-Jan-12
446,Bidar,Basava Kalayana,Soyabean,Soyabeen,FAQ,2250,2350,2300,3-Jan-12
534,Bidar,Bhalki,Soyabean,Soyabeen,Medium,2290,2351,2325,3-Jan-12
764,Dharwad,Dharwar,Soyabean,Soyabeen,FAQ,2290,2350,2320,3-Jan-12
970,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,2172,2411,2272,3-Jan-12
1022,Bidar,Humanabad,Soyabean,Soyabeen,FAQ,2350,2350,2350,3-Jan-12
1234,Dharwad,Kalagategi,Soyabean,Soyabeen,Medium,2070,2340,2230,3-Jan-12
1436,Haveri,Savanur,Soyabean,Soyabeen,FAQ,2125,2355,2240,3-Jan-12
1440,Belgaum,Soundati,Soyabean,Soyabeen,FAQ,1800,2680,2405,3-Jan-12
221,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,2300,2365,2320,4-Jan-12
445,Bidar,Basava Kalayana,Soyabean,Soyabeen,FAQ,2300,2411,2350,4-Jan-12
533,Bidar,Bhalki,Soyabean,Soyabeen,Medium,2301,2384,2350,4-Jan-12
763,Dharwad,Dharwar,Soyabean,Soyabeen,FAQ,2300,2385,2342,4-Jan-12
969,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,2261,2393,2381,4-Jan-12
1021,Bidar,Humanabad,Soyabean,Soyabeen,FAQ,2340,2340,2340,4-Jan-12
1233,Dharwad,Kalagategi,Soyabean,Soyabeen,Medium,1980,2340,2220,4-Jan-12
1348,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,2300,2400,2350,4-Jan-12
1435,Haveri,Savanur,Soyabean,Soyabeen,FAQ,2185,2390,2288,4-Jan-12
220,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,2300,2350,2320,5-Jan-12
256,Bangalore,Bangalore,Soyabean,Soyabeen,FAQ,2300,2400,2380,5-Jan-12
