"Min,Max,Modal Price from Karnataka[Soyabean] from 01-Jan-2009To31-Dec-2009 (Total-1054) (Total-1054)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
557,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1650,1950,1850,5-Jan-09
556,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1800,1980,1900,6-Jan-09
555,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1900,2050,1950,7-Jan-09
754,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1911,1959,1931,7-Jan-09
878,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1825,1900,1825,7-Jan-09
877,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,2000,2000,2000,8-Jan-09
412,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,9-Jan-09
554,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1900,2100,2050,9-Jan-09
753,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1891,1955,1922,9-Jan-09
876,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,2000,2000,2000,9-Jan-09
913,Shimoga,Sagar,Soyabean,Yellow,FAQ,1900,2142,1980,9-Jan-09
553,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1991,2100,2050,10-Jan-09
752,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1801,2089,2019,10-Jan-09
912,Shimoga,Sagar,Soyabean,Yellow,FAQ,1951,2205,2150,10-Jan-09
174,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,2100,2173,2150,12-Jan-09
411,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,12-Jan-09
751,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,2009,2159,2125,12-Jan-09
875,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,2000,2170,2135,12-Jan-09
