"Min,Max,Modal Price from Karnataka[Ragi (Finger Millet)] from 01-Jan-2016To31-Dec-2016 (Total-2207) (Total-2207)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
527,Bellary,Bellary,Ragi (Finger Millet),Fine,FAQ,700,700,700,4-May-16
1355,Mysore,K.R.Nagar,Ragi (Finger Millet),Fine,FAQ,800,800,800,3-Sep-16
866,Gadag,Gadag,Ragi (Finger Millet),Local,FAQ,1000,1000,1000,1-Oct-16
1610,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,1001,1001,1001,12-Aug-16
1576,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,1008,1008,1008,13-Oct-16
1955,Haveri,Savanur,Ragi (Finger Millet),Local,FAQ,1026,1026,1026,22-Sep-16
534,Bellary,Bellary,Ragi (Finger Millet),Fine,FAQ,1056,1056,1056,21-Jan-16
867,Gadag,Gadag,Ragi (Finger Millet),Local,FAQ,1061,1061,1061,6-Sep-16
533,Bellary,Bellary,Ragi (Finger Millet),Fine,FAQ,1068,1068,1068,18-Feb-16
1452,Chamrajnagar,Kollegal,Ragi (Finger Millet),Local,Medium,1000,1125,1100,6-May-16
530,Bellary,Bellary,Ragi (Finger Millet),Fine,FAQ,1136,1136,1136,26-Mar-16
1080,Haveri,Haveri,Ragi (Finger Millet),Medium,FAQ,1150,1150,1150,19-Sep-16
1083,Haveri,Haveri,Ragi (Finger Millet),Medium,FAQ,1150,1150,1150,7-Sep-16
868,Gadag,Gadag,Ragi (Finger Millet),Local,FAQ,1161,1161,1161,4-Aug-16
1085,Haveri,Haveri,Ragi (Finger Millet),Medium,FAQ,1170,1170,1170,9-Aug-16
1781,Mandya,Nagamangala,Ragi (Finger Millet),Local,FAQ,1176,1176,1176,8-Jan-16
144,Hassan,Arasikere,Ragi (Finger Millet),Local,FAQ,1200,1550,1200,1-Mar-16
568,Chamrajnagar,Chamaraj Nagar,Ragi (Finger Millet),Local,FAQ,1100,1400,1200,7-Sep-16
572,Chamrajnagar,Chamaraj Nagar,Ragi (Finger Millet),Local,FAQ,1100,1300,1200,27-Jul-16
573,Chamrajnagar,Chamaraj Nagar,Ragi (Finger Millet),Local,FAQ,1100,1500,1200,21-Jul-16
643,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,18-Oct-16
644,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,17-Oct-16
651,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,24-Sep-16
653,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,16-Sep-16
671,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,13-Jul-16
683,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,18-Feb-16
918,Tumkur,Gubbi,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,21-Apr-16
1131,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,3-Jul-16
1133,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,2-Jul-16
1135,Hassan,Holenarsipura,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,29-Jun-16
1163,Hassan,Holenarsipura,Ragi (Finger Millet),Fine,FAQ,1200,1200,1200,2-Jan-16
1227,Bangalore,Hoskote,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,6-Jun-16
1267,Tumkur,Huliyar,Ragi (Finger Millet),Local,FAQ,1100,1210,1200,27-Aug-16
1272,Tumkur,Huliyar,Ragi (Finger Millet),Local,FAQ,1000,1300,1200,12-Aug-16
1422,Chikmagalur,Kadur,Ragi (Finger Millet),Red,FAQ,1200,1650,1200,3-Feb-16
2067,Chikmagalur,Tarikere,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,10-Aug-16
2077,Chikmagalur,Tarikere,Ragi (Finger Millet),Local,FAQ,1200,1200,1200,22-Jun-16
1589,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,1210,1210,1210,7-Sep-16
654,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1300,1222,12-Sep-16
668,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1027,1427,1227,2-Aug-16
1602,Mysore,Mysore (Bandipalya),Ragi (Finger Millet),Local,FAQ,1210,1261,1236,23-Aug-16
665,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1330,1238,6-Aug-16
672,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1300,1238,5-Jul-16
2000,Raichur,Sindhanur,Ragi (Finger Millet),Fine,FAQ,1240,1240,1240,13-May-16
569,Chamrajnagar,Chamaraj Nagar,Ragi (Finger Millet),Local,FAQ,1100,1300,1250,24-Aug-16
664,Chikmagalur,Chikkamagalore,Ragi (Finger Millet),Local,FAQ,1200,1300,1250,8-Aug-16
953,Chamrajnagar,Gundlupet,Ragi (Finger Millet),Local,FAQ,1250,2100,1250,27-Feb-16
966,Bellary,H.B. Halli,Ragi (Finger Millet),Hybrid,Medium,1250,1250,1250,10-Jan-16
1053,Hassan,Hassan,Ragi (Finger Millet),Other,FAQ,1250,1250,1250,22-Jul-16
